HourOfYear,PV_kWh_per_kWp,,
1473,0.105535,42.214,
1474,0.226035,90.414,
1475,0.284075,113.63,
1476,0.3548,141.92,
1477,0.206905,82.762,
1478,0.120495,48.198,
1479,0.256,102.4,
1480,0.23454,93.816,
1481,0.18522,74.088,
1482,0.068415,27.366,
1483,0,0,
1484,0,0,
1485,0,0,
1486,0,0,
1487,0,0,
1488,0,0,
1489,0,0,
1490,0,0,
1491,0,0,
1492,0,0,
1493,0,0,
1494,0,0,
1495,0,0,
1496,0.000214,0.0856,
1497,0.034065,13.626,
1498,0.0688425,27.537,
1499,0.090655,36.262,
1500,0.149225,59.69,
1501,0.073775,29.51,
1502,0.0753675,30.147,
1503,0.1488075,59.523,
1504,0.2286575,91.463,
1505,0.1888225,75.529,
1506,0.0759875,30.395,
1507,0,0,
1508,0,0,
1509,0,0,
1510,0,0,
1511,0,0,
1512,0,0,
1513,0,0,
1514,0,0,
1515,0,0,
1516,0,0,
1517,0,0,
1518,0,0,
1519,0,0,
1520,0.00610825,2.4433,
1521,0.100825,40.33,
1522,0.1225375,49.015,
1523,0.251125,100.45,
1524,0.2488625,99.545,
1525,0.2188125,87.525,
1526,0.150095,60.038,
1527,0.15407,61.628,
1528,0.1086875,43.475,
1529,0.064285,25.714,
1530,0.021088,8.4352,
1531,0,0,
1532,0,0,
1533,0,0,
1534,0,0,
1535,0,0,
1536,0,0,
1537,0,0,
1538,0,0,
1539,0,0,
1540,0,0,
1541,0,0,
1542,0,0,
1543,0,0,
1544,0.00021,0.084,
1545,0.0383175,15.327,
1546,0.06609,26.436,
1547,0.04018,16.072,
1548,0.078,31.2,
1549,0.106255,42.502,
1550,0.0770225,30.809,
1551,0.0795425,31.817,
1552,0.0566775,22.671,
1553,0.0444675,17.787,
1554,0.00969025,3.8761,
1555,0,0,
1556,0,0,
1557,0,0,
1558,0,0,
1559,0,0,
1560,0,0,
1561,0,0,
1562,0,0,
1563,0,0,
1564,0,0,
1565,0,0,
1566,0,0,
1567,0,0,
1568,0.003061,1.2244,
1569,0.0711625,28.465,
1570,0.1071425,42.857,
1571,0.1533775,61.351,
1572,0.334075,133.63,
1573,0.182405,72.962,
1574,0.27345,109.38,
1575,0.1636575,65.463,
1576,0.1570625,62.825,
1577,0.15309,61.236,
1578,0.0948225,37.929,
1579,0,0,
1580,0,0,
1581,0,0,
1582,0,0,
1583,0,0,
1584,0,0,
1585,0,0,
1586,0,0,
1587,0,0,
1588,0,0,
1589,0,0,
1590,0,0,
1591,0,0,
1592,0.0020175,0.807,
1593,0.073395,29.358,
1594,0.17139,68.556,
1595,0.253475,101.39,
1596,0.376775,150.71,
1597,0.374025,149.61,
1598,0.154515,61.806,
1599,0.1303925,52.157,
1600,0.0934,37.36,
1601,0.055865,22.346,
1602,0.060155,24.062,
1603,0,0,
1604,0,0,
1605,0,0,
1606,0,0,
1607,0,0,
1608,0,0,
1609,0,0,
1610,0,0,
1611,0,0,
1612,0,0,
1613,0,0,
1614,0,0,
1615,0,0,
1616,0.01489125,5.9565,
1617,0.0738325,29.533,
1618,0.1388325,55.533,
1619,0.1279875,51.195,
1620,0.2161025,86.441,
1621,0.1781175,71.247,
1622,0.14697,58.788,
1623,0.2438875,97.555,
1624,0.267825,107.13,
1625,0.07797,31.188,
1626,0.065175,26.07,
1627,0,0,
1628,0,0,
1629,0,0,
1630,0,0,
1631,0,0,
1632,0,0,
1633,0,0,
1634,0,0,
1635,0,0,
1636,0,0,
1637,0,0,
1638,0,0,
1639,0,0,
1640,0.000224,0.0896,
1641,0.0319625,12.785,
1642,0.04751,19.004,
1643,0.06205,24.82,
1644,0.0731375,29.255,
1645,0.107765,43.106,
1646,0.11108,44.432,
1647,0.1073075,42.923,
1648,0.092315,36.926,
1649,0.06159,24.636,
1650,0.028015,11.206,
1651,0,0,
1652,0,0,
1653,0,0,
1654,0,0,
1655,0,0,
1656,0,0,
1657,0,0,
1658,0,0,
1659,0,0,
1660,0,0,
1661,0,0,
1662,0,0,
1663,0,0,
1664,0.002781,1.1124,
1665,0.047325,18.93,
1666,0.10302,41.208,
1667,0.1213125,48.525,
1668,0.2300725,92.029,
1669,0.2125825,85.033,
1670,0.2408425,96.337,
1671,0.2330275,93.211,
1672,0.1188375,47.535,
1673,0.1194875,47.795,
1674,0.07155,28.62,
1675,0,0,
1676,0,0,
1677,0,0,
1678,0,0,
1679,0,0,
1680,0,0,
1681,0,0,
1682,0,0,
1683,0,0,
1684,0,0,
1685,0,0,
1686,0,0,
1687,0,0,
1688,0.021022,8.4088,
1689,0.0712025,28.481,
1690,0.1231075,49.243,
1691,0.374325,149.73,
1692,0.471825,188.73,
1693,0.50225,200.9,
1694,0.483025,193.21,
1695,0.415325,166.13,
1696,0.31185,124.74,
1697,0.2173025,86.921,
1698,0.09601,38.404,
1699,0,0,
1700,0,0,
1701,0,0,
1702,0,0,
1703,0,0,
1704,0,0,
1705,0,0,
1706,0,0,
1707,0,0,
1708,0,0,
1709,0,0,
1710,0,0,
1711,0,0,
1712,0.046155,18.462,
1713,0.17694,70.776,
1714,0.109165,43.666,
1715,0.0849,33.96,
1716,0.34565,138.26,
1717,0.2981,119.24,
1718,0.0961,38.44,
1719,0.0448925,17.957,
1720,0.1667275,66.691,
1721,0.19655,78.62,
1722,0.1218575,48.743,
1723,0,0,
1724,0,0,
1725,0,0,
1726,0,0,
1727,0,0,
1728,0,0,
1729,0,0,
1730,0,0,
1731,0,0,
1732,0,0,
1733,0,0,
1734,0,0,
1735,0,0,
1736,0.10265,41.06,
1737,0.21077,84.308,
1738,0.298525,119.41,
1739,0.40355,161.42,
1740,0.47865,191.46,
1741,0.484825,193.93,
1742,0.447475,178.99,
1743,0.363675,145.47,
1744,0.2017075,80.683,
1745,0.2244675,89.787,
1746,0.12742,50.968,
1747,0,0,
1748,0,0,
1749,0,0,
1750,0,0,
1751,0,0,
1752,0,0,
1753,0,0,
1754,0,0,
1755,0,0,
1756,0,0,
1757,0,0,
1758,0,0,
1759,0,0,
1760,0.05007,20.028,
1761,0.1045725,41.829,
1762,0.253,101.2,
1763,0.399825,159.93,
1764,0.47245,188.98,
1765,0.425225,170.09,
1766,0.46,184,
1767,0.36485,145.94,
1768,0.26055,104.22,
1769,0.13755,55.02,
1770,0.089155,35.662,
1771,0,0,
1772,0,0,
1773,0,0,
1774,0,0,
1775,0,0,
1776,0,0,
1777,0,0,
1778,0,0,
1779,0,0,
1780,0,0,
1781,0,0,
1782,0,0,
1783,0,0,
1784,0.1132325,45.293,
1785,0.2143575,85.743,
1786,0.303075,121.23,
1787,0.405275,162.11,
1788,0.474475,189.79,
1789,0.4982,199.28,
1790,0.471275,188.51,
1791,0.377175,150.87,
1792,0.26225,104.9,
1793,0.21063,84.252,
1794,0.1146025,45.841,
1795,0.0015715,0.6286,
1796,0,0,
1797,0,0,
1798,0,0,
1799,0,0,
1800,0,0,
1801,0,0,
1802,0,0,
1803,0,0,
1804,0,0,
1805,0,0,
1806,0,0,
1807,0,0,
1808,0.0615225,24.609,
1809,0.2265,90.6,
1810,0.320875,128.35,
1811,0.425375,170.15,
1812,0.495125,198.05,
1813,0.5188,207.52,
1814,0.495875,198.35,
1815,0.42745,170.98,
1816,0.304875,121.95,
1817,0.22843,91.372,
1818,0.1330725,53.229,
1819,0,0,
1820,0,0,
1821,0,0,
1822,0,0,
1823,0,0,
1824,0,0,
1825,0,0,
1826,0,0,
1827,0,0,
1828,0,0,
1829,0,0,
1830,0,0,
1831,0,0,
1832,0.043795,17.518,
1833,0.178385,71.354,
1834,0.3111,124.44,
1835,0.413175,165.27,
1836,0.47995,191.98,
1837,0.5023,200.92,
1838,0.466775,186.71,
1839,0.285725,114.29,
1840,0.2517,100.68,
1841,0.1604,64.16,
1842,0.080835,32.334,
1843,0.0026955,1.0782,
1844,0,0,
1845,0,0,
1846,0,0,
1847,0,0,
1848,0,0,
1849,0,0,
1850,0,0,
1851,0,0,
1852,0,0,
1853,0,0,
1854,0,0,
1855,0,0,
1856,0.0326875,13.075,
1857,0.1114,44.56,
1858,0.215775,86.31,
1859,0.2728,109.12,
1860,0.2571,102.84,
1861,0.283225,113.29,
1862,0.3485,139.4,
1863,0.33085,132.34,
1864,0.1957875,78.315,
1865,0.1171425,46.857,
1866,0.0531325,21.253,
1867,0,0,
1868,0,0,
1869,0,0,
1870,0,0,
1871,0,0,
1872,0,0,
1873,0,0,
1874,0,0,
1875,0,0,
1876,0,0,
1877,0,0,
1878,0,0,
1879,0,0,
1880,0.01143675,4.5747,
1881,0.0667725,26.709,
1882,0.08837,35.348,
1883,0.094395,37.758,
1884,0.1362175,54.487,
1885,0.0534025,21.361,
1886,0.091585,36.634,
1887,0.07239,28.956,
1888,0.064605,25.842,
1889,0.0603675,24.147,
1890,0.03581,14.324,
1891,0,0,
1892,0,0,
1893,0,0,
1894,0,0,
1895,0,0,
1896,0,0,
1897,0,0,
1898,0,0,
1899,0,0,
1900,0,0,
1901,0,0,
1902,0,0,
1903,0.007128,2.8512,
1904,0.1475325,59.013,
1905,0.2467425,98.697,
1906,0.350375,140.15,
1907,0.442275,176.91,
1908,0.3736,149.44,
1909,0.362425,144.97,
1910,0.532525,213.01,
1911,0.473475,189.39,
1912,0.36745,146.98,
1913,0.260725,104.29,
1914,0.168615,67.446,
1915,0.02099025,8.3961,
1916,0,0,
1917,0,0,
1918,0,0,
1919,0,0,
1920,0,0,
1921,0,0,
1922,0,0,
1923,0,0,
1924,0,0,
1925,0,0,
1926,0,0,
1927,0.01311025,5.2441,
1928,0.1679825,67.193,
1929,0.264725,105.89,
1930,0.370525,148.21,
1931,0.482375,192.95,
1932,0.556025,222.41,
1933,0.581075,232.43,
1934,0.557575,223.03,
1935,0.487375,194.95,
1936,0.37795,151.18,
1937,0.268775,107.51,
1938,0.1786875,71.475,
1939,0.02391125,9.5645,
1940,0,0,
1941,0,0,
1942,0,0,
1943,0,0,
1944,0,0,
1945,0,0,
1946,0,0,
1947,0,0,
1948,0,0,
1949,0,0,
1950,0,0,
1951,0.00924925,3.6997,
1952,0.15064,60.256,
1953,0.25985,103.94,
1954,0.372075,148.83,
1955,0.48615,194.46,
1956,0.561725,224.69,
1957,0.586575,234.63,
1958,0.561375,224.55,
1959,0.4896,195.84,
1960,0.379875,151.95,
1961,0.26905,107.62,
1962,0.1772925,70.917,
1963,0.0269025,10.761,
1964,0,0,
1965,0,0,
1966,0,0,
1967,0,0,
1968,0,0,
1969,0,0,
1970,0,0,
1971,0,0,
1972,0,0,
1973,0,0,
1974,0,0,
1975,0.01640225,6.5609,
1976,0.16956,67.824,
1977,0.266525,106.61,
1978,0.3748,149.92,
1979,0.48675,194.7,
1980,0.5599,223.96,
1981,0.584075,233.63,
1982,0.55975,223.9,
1983,0.490625,196.25,
1984,0.382625,153.05,
1985,0.271,108.4,
1986,0.1808625,72.345,
1987,0.0298825,11.953,
1988,0,0,
1989,0,0,
1990,0,0,
1991,0,0,
1992,0,0,
1993,0,0,
1994,0,0,
1995,0,0,
1996,0,0,
1997,0,0,
1998,0,0,
1999,0.022722,9.0888,
2000,0.18476,73.904,
2001,0.27705,110.82,
2002,0.3867,154.68,
2003,0.49675,198.7,
2004,0.567225,226.89,
2005,0.5919,236.76,
2006,0.5053,202.12,
2007,0.46985,187.94,
2008,0.3817,152.68,
2009,0.270575,108.23,
2010,0.1286,51.44,
2011,0.01509675,6.0387,
2012,0,0,
2013,0,0,
2014,0,0,
2015,0,0,
2016,0,0,
2017,0,0,
2018,0,0,
2019,0,0,
2020,0,0,
2021,0,0,
2022,0,0,
2023,0.02198925,8.7957,
2024,0.173335,69.334,
2025,0.2665,106.6,
2026,0.378825,151.53,
2027,0.488825,195.53,
2028,0.560475,224.19,
2029,0.584725,233.89,
2030,0.556625,222.65,
2031,0.4838,193.52,
2032,0.37265,149.06,
2033,0.25675,102.7,
2034,0.155485,62.194,
2035,0.02663,10.652,
2036,0,0,
2037,0,0,
2038,0,0,
2039,0,0,
2040,0,0,
2041,0,0,
2042,0,0,
2043,0,0,
2044,0,0,
2045,0,0,
2046,0,0,
2047,0.00528475,2.1139,
2048,0.1199425,47.977,
2049,0.2334375,93.375,
2050,0.345925,138.37,
2051,0.440725,176.29,
2052,0.507225,202.89,
2053,0.529,211.6,
2054,0.507975,203.19,
2055,0.4407,176.28,
2056,0.339975,135.99,
2057,0.229055,91.622,
2058,0.127295,50.918,
2059,0.01559175,6.2367,
2060,0,0,
2061,0,0,
2062,0,0,
2063,0,0,
2064,0,0,
2065,0,0,
2066,0,0,
2067,0,0,
2068,0,0,
2069,0,0,
2070,0,0,
2071,0.0062745,2.5098,
2072,0.1381725,55.269,
2073,0.25135,100.54,
2074,0.372975,149.19,
2075,0.482875,193.15,
2076,0.551775,220.71,
2077,0.575075,230.03,
2078,0.54925,219.7,
2079,0.479375,191.75,
2080,0.372575,149.03,
2081,0.257125,102.85,
2082,0.15748,62.992,
2083,0.0293,11.72,
2084,0,0,
2085,0,0,
2086,0,0,
2087,0,0,
2088,0,0,
2089,0,0,
2090,0,0,
2091,0,0,
2092,0,0,
2093,0,0,
2094,0,0,
2095,0.003197,1.2788,
2096,0.0628225,25.129,
2097,0.0954275,38.171,
2098,0.092835,37.134,
2099,0.06306,25.224,
2100,0.1276825,51.073,
2101,0.1144925,45.797,
2102,0.1508375,60.335,
2103,0.2375325,95.013,
2104,0.1208925,48.357,
2105,0.097,38.8,
2106,0.0941075,37.643,
2107,0.01241,4.964,
2108,0,0,
2109,0,0,
2110,0,0,
2111,0,0,
2112,0,0,
2113,0,0,
2114,0,0,
2115,0,0,
2116,0,0,
2117,0,0,
2118,0,0,
2119,0.032885,13.154,
2120,0.09475,37.9,
2121,0.21125,84.5,
2122,0.306025,122.41,
2123,0.2148925,85.957,
2124,0.172505,69.002,
2125,0.14048,56.192,
2126,0.18885,75.54,
2127,0.1752725,70.109,
2128,0.082675,33.07,
2129,0.08602,34.408,
2130,0.0582875,23.315,
2131,0.01015675,4.0627,
2132,0,0,
2133,0,0,
2134,0,0,
2135,0,0,
2136,0,0,
2137,0,0,
2138,0,0,
2139,0,0,
2140,0,0,
2141,0,0,
2142,0,0,
2143,0.0519025,20.761,
2144,0.1953375,78.135,
2145,0.29,116,
2146,0.411175,164.47,
2147,0.4735,189.4,
2148,0.5306,212.24,
2149,0.587075,234.83,
2150,0.5114,204.56,
2151,0.504075,201.63,
2152,0.4055,162.2,
2153,0.252775,101.11,
2154,0.1990125,79.605,
2155,0.0639875,25.595,
2156,0,0,
2157,0,0,
2158,0,0,
2159,0,0,
2160,0,0,
2161,0,0,
2162,0,0,
2163,0,0,
2164,0,0,
2165,0,0,
2166,0,0,
2167,0.05506,22.024,
2168,0.1915425,76.617,
2169,0.286175,114.47,
2170,0.40615,162.46,
2171,0.51395,205.58,
2172,0.582025,232.81,
2173,0.604275,241.71,
2174,0.579525,231.81,
2175,0.510825,204.33,
2176,0.4027,161.08,
2177,0.2841,113.64,
2178,0.1922175,76.887,
2179,0.05926,23.704,
2180,0,0,
2181,0,0,
2182,0,0,
2183,0,0,
2184,0,0,
2185,0,0,
2186,0,0,
2187,0,0,
2188,0,0,
2189,0,0,
2190,0,0,
2191,0.0200145,8.0058,
2192,0.0975225,39.009,
2193,0.196515,78.606,
2194,0.2082525,83.301,
2195,0.302625,121.05,
2196,0.40375,161.5,
2197,0.309875,123.95,
2198,0.2145,85.8,
2199,0.1273325,50.933,
2200,0.08114,32.456,
2201,0.055635,22.254,
2202,0.04055,16.22,
2203,0.00763025,3.0521,
2204,0,0,
2205,0,0,
2206,0,0,
2207,0,0,
2208,0,0,
2209,0,0,
2210,0,0,
2211,0,0,
2212,0,0,
2213,0,0,
2214,0,0,
2215,0.001945,0.778,
2216,0.0282525,11.301,
2217,0.076635,30.654,
2218,0.0983225,39.329,
2219,0.0679275,27.171,
2220,0.1201525,48.061,
2221,0.10637,42.548,
2222,0.100415,40.166,
2223,0.242845,97.138,
2224,0.2147675,85.907,
2225,0.1102325,44.093,
2226,0.0421525,16.861,
2227,0.008775,3.51,
2228,0,0,
2229,0,0,
2230,0,0,
2231,0,0,
2232,0,0,
2233,0,0,
2234,0,0,
2235,0,0,
2236,0,0,
2237,0,0,
2238,0,0,
2239,0.0011295,0.4518,
2240,0.0269425,10.777,
2241,0.0374925,14.997,
2242,0.060825,24.33,
2243,0.0494375,19.775,
2244,0.0835625,33.425,
2245,0.0844025,33.761,
2246,0.1036725,41.469,
2247,0.1237475,49.499,
2248,0.04769,19.076,
2249,0.06763,27.052,
2250,0.0452075,18.083,
2251,0.007853,3.1412,
2252,0,0,
2253,0,0,
2254,0,0,
2255,0,0,
2256,0,0,
2257,0,0,
2258,0,0,
2259,0,0,
2260,0,0,
2261,0,0,
2262,0,0,
2263,0.0028645,1.1458,
2264,0.02042675,8.1707,
2265,0.048645,19.458,
2266,0.104585,41.834,
2267,0.06607,26.428,
2268,0.07913,31.652,
2269,0.08438,33.752,
2270,0.051995,20.798,
2271,0.07023,28.092,
2272,0.0666725,26.669,
2273,0.06224,24.896,
2274,0.0512775,20.511,
2275,0.01190325,4.7613,
2276,0,0,
2277,0,0,
2278,0,0,
2279,0,0,
2280,0,0,
2281,0,0,
2282,0,0,
2283,0,0,
2284,0,0,
2285,0,0,
2286,0,0,
2287,0.0095685,3.8274,
2288,0.051885,20.754,
2289,0.1300775,52.031,
2290,0.305125,122.05,
2291,0.486075,194.43,
2292,0.5378,215.12,
2293,0.5848,233.92,
2294,0.5573,222.92,
2295,0.49065,196.26,
2296,0.380475,152.19,
2297,0.257475,102.99,
2298,0.1208625,48.345,
2299,0.0532475,21.299,
2300,0,0,
2301,0,0,
2302,0,0,
2303,0,0,
2304,0,0,
2305,0,0,
2306,0,0,
2307,0,0,
2308,0,0,
2309,0,0,
2310,0,0,
2311,0.06999,27.996,
2312,0.18605,74.42,
2313,0.287225,114.89,
2314,0.406525,162.61,
2315,0.50855,203.42,
2316,0.572075,228.83,
2317,0.55115,220.46,
2318,0.383825,153.53,
2319,0.412,164.8,
2320,0.259875,103.95,
2321,0.2048775,81.951,
2322,0.1416025,56.641,
2323,0.040235,16.094,
2324,0,0,
2325,0,0,
2326,0,0,
2327,0,0,
2328,0,0,
2329,0,0,
2330,0,0,
2331,0,0,
2332,0,0,
2333,0,0,
2334,0,0,
2335,0.032355,12.942,
2336,0.1509625,60.385,
2337,0.288825,115.53,
2338,0.4121,164.84,
2339,0.5159,206.36,
2340,0.57945,231.78,
2341,0.60005,240.02,
2342,0.57605,230.42,
2343,0.507375,202.95,
2344,0.40165,160.66,
2345,0.27725,110.9,
2346,0.1733375,69.335,
2347,0.04286,17.144,
2348,0,0,
2349,0,0,
2350,0,0,
2351,0,0,
2352,0,0,
2353,0,0,
2354,0,0,
2355,0,0,
2356,0,0,
2357,0,0,
2358,0,0,
2359,0.0353375,14.135,
2360,0.1672725,66.909,
2361,0.289375,115.75,
2362,0.4176,167.04,
2363,0.5224,208.96,
2364,0.588175,235.27,
2365,0.6103,244.12,
2366,0.591325,236.53,
2367,0.52515,210.06,
2368,0.420875,168.35,
2369,0.29795,119.18,
2370,0.2001,80.04,
2371,0.0550375,22.015,
2372,0,0,
2373,0,0,
2374,0,0,
2375,0,0,
2376,0,0,
2377,0,0,
2378,0,0,
2379,0,0,
2380,0,0,
2381,0,0,
2382,0,0,
2383,0.104735,41.894,
2384,0.22717,90.868,
2385,0.32935,131.74,
2386,0.45745,182.98,
2387,0.5627,225.08,
2388,0.5854,234.16,
2389,0.58305,233.22,
2390,0.62145,248.58,
2391,0.556075,222.43,
2392,0.41955,167.82,
2393,0.321325,128.53,
2394,0.2245375,89.815,
2395,0.1059575,42.383,
2396,0,0,
2397,0,0,
2398,0,0,
2399,0,0,
2400,0,0,
2401,0,0,
2402,0,0,
2403,0,0,
2404,0,0,
2405,0,0,
2406,0,0,
2407,0.0563125,22.525,
2408,0.1836225,73.449,
2409,0.3296,131.84,
2410,0.457925,183.17,
2411,0.483475,193.39,
2412,0.260475,104.19,
2413,0.2932,117.28,
2414,0.26795,107.18,
2415,0.222435,88.974,
2416,0.16111,64.444,
2417,0.144235,57.694,
2418,0.107195,42.878,
2419,0.05448,21.792,
2420,0,0,
2421,0,0,
2422,0,0,
2423,0,0,
2424,0,0,
2425,0,0,
2426,0,0,
2427,0,0,
2428,0,0,
2429,0,0,
2430,0,0,
2431,0.019778,7.9112,
2432,0.09215,36.86,
2433,0.224485,89.794,
2434,0.282075,112.83,
2435,0.220885,88.354,
2436,0.198235,79.294,
2437,0.26935,107.74,
2438,0.20047,80.188,
2439,0.13229,52.916,
2440,0.1768925,70.757,
2441,0.1283,51.32,
2442,0.131035,52.414,
2443,0.055635,22.254,
2444,0,0,
2445,0,0,
2446,0,0,
2447,0,0,
2448,0,0,
2449,0,0,
2450,0,0,
2451,0,0,
2452,0,0,
2453,0,0,
2454,0,0,
2455,0.0147755,5.9102,
2456,0.0511125,20.445,
2457,0.1821675,72.867,
2458,0.3001,120.04,
2459,0.199545,79.818,
2460,0.281575,112.63,
2461,0.238385,95.354,
2462,0.20448,81.792,
2463,0.245185,98.074,
2464,0.24897,99.588,
2465,0.26045,104.18,
2466,0.1505175,60.207,
2467,0.036275,14.51,
2468,0,0,
2469,0,0,
2470,0,0,
2471,0,0,
2472,0,0,
2473,0,0,
2474,0,0,
2475,0,0,
2476,0,0,
2477,0,0,
2478,0,0,
2479,0.061215,24.486,
2480,0.2083525,83.341,
2481,0.3343,133.72,
2482,0.46525,186.1,
2483,0.56935,227.74,
2484,0.566225,226.49,
2485,0.39915,159.66,
2486,0.2736,109.44,
2487,0.1418075,56.723,
2488,0.1303325,52.133,
2489,0.13616,54.464,
2490,0.0971175,38.847,
2491,0.032685,13.074,
2492,0,0,
2493,0,0,
2494,0,0,
2495,0,0,
2496,0,0,
2497,0,0,
2498,0,0,
2499,0,0,
2500,0,0,
2501,0,0,
2502,0,0,
2503,0.1098125,43.925,
2504,0.2259925,90.397,
2505,0.335425,134.17,
2506,0.4628,185.12,
2507,0.56445,225.78,
2508,0.625025,250.01,
2509,0.641225,256.49,
2510,0.6168,246.72,
2511,0.55105,220.42,
2512,0.44645,178.58,
2513,0.321775,128.71,
2514,0.2229025,89.161,
2515,0.114935,45.974,
2516,0,0,
2517,0,0,
2518,0,0,
2519,0,0,
2520,0,0,
2521,0,0,
2522,0,0,
2523,0,0,
2524,0,0,
2525,0,0,
2526,0.00431875,1.7275,
2527,0.1214225,48.569,
2528,0.2387525,95.501,
2529,0.346225,138.49,
2530,0.471925,188.77,
2531,0.571675,228.67,
2532,0.63075,252.3,
2533,0.64595,258.38,
2534,0.6199,247.96,
2535,0.5523,220.92,
2536,0.44625,178.5,
2537,0.319075,127.63,
2538,0.2157475,86.299,
2539,0.0993975,39.759,
2540,0,0,
2541,0,0,
2542,0,0,
2543,0,0,
2544,0,0,
2545,0,0,
2546,0,0,
2547,0,0,
2548,0,0,
2549,0,0,
2550,0.00485125,1.9405,
2551,0.1085875,43.435,
2552,0.238935,95.574,
2553,0.346125,138.45,
2554,0.472,188.8,
2555,0.569575,227.83,
2556,0.625225,250.09,
2557,0.63965,255.86,
2558,0.6122,244.88,
2559,0.4875,195,
2560,0.328025,131.21,
2561,0.1530875,61.235,
2562,0.0723225,28.929,
2563,0.0472325,18.893,
2564,0,0,
2565,0,0,
2566,0,0,
2567,0,0,
2568,0,0,
2569,0,0,
2570,0,0,
2571,0,0,
2572,0,0,
2573,0,0,
2574,0.001787,0.7148,
2575,0.1289025,51.561,
2576,0.238935,95.574,
2577,0.34555,138.22,
2578,0.46825,187.3,
2579,0.565225,226.09,
2580,0.623025,249.21,
2581,0.63855,255.42,
2582,0.61595,246.38,
2583,0.551525,220.61,
2584,0.4481,179.24,
2585,0.323175,129.27,
2586,0.2047275,81.891,
2587,0.1108525,44.341,
2588,0,0,
2589,0,0,
2590,0,0,
2591,0,0,
2592,0,0,
2593,0,0,
2594,0,0,
2595,0,0,
2596,0,0,
2597,0,0,
2598,0.00592375,2.3695,
2599,0.1264,50.56,
2600,0.2455775,98.231,
2601,0.3553,142.12,
2602,0.47875,191.5,
2603,0.57555,230.22,
2604,0.63255,253.02,
2605,0.64665,258.66,
2606,0.622625,249.05,
2607,0.556475,222.59,
2608,0.45265,181.06,
2609,0.326825,130.73,
2610,0.225035,90.014,
2611,0.1191125,47.645,
2612,0,0,
2613,0,0,
2614,0,0,
2615,0,0,
2616,0,0,
2617,0,0,
2618,0,0,
2619,0,0,
2620,0,0,
2621,0,0,
2622,0.0065915,2.6366,
2623,0.130485,52.194,
2624,0.249725,99.89,
2625,0.3599,143.96,
2626,0.4829,193.16,
2627,0.5805,232.2,
2628,0.639,255.6,
2629,0.653025,261.21,
2630,0.629375,251.75,
2631,0.563575,225.43,
2632,0.460175,184.07,
2633,0.335275,134.11,
2634,0.232185,92.874,
2635,0.1254225,50.169,
2636,0,0,
2637,0,0,
2638,0,0,
2639,0,0,
2640,0,0,
2641,0,0,
2642,0,0,
2643,0,0,
2644,0,0,
2645,0,0,
2646,0.00757825,3.0313,
2647,0.149575,59.83,
2648,0.259125,103.65,
2649,0.371575,148.63,
2650,0.49615,198.46,
2651,0.59215,236.86,
2652,0.648125,259.25,
2653,0.66245,264.98,
2654,0.63715,254.86,
2655,0.570825,228.33,
2656,0.467075,186.83,
2657,0.340075,136.03,
2658,0.2357025,94.281,
2659,0.13047,52.188,
2660,0.00347975,1.3919,
2661,0,0,
2662,0,0,
2663,0,0,
2664,0,0,
2665,0,0,
2666,0,0,
2667,0,0,
2668,0,0,
2669,0,0,
2670,0.0126105,5.0442,
2671,0.14273,57.092,
2672,0.2566,102.64,
2673,0.368125,147.25,
2674,0.491325,196.53,
2675,0.587175,234.87,
2676,0.644575,257.83,
2677,0.65905,263.62,
2678,0.635225,254.09,
2679,0.569475,227.79,
2680,0.467575,187.03,
2681,0.342925,137.17,
2682,0.237105,94.842,
2683,0.0910875,36.435,
2684,0,0,
2685,0,0,
2686,0,0,
2687,0,0,
2688,0,0,
2689,0,0,
2690,0,0,
2691,0,0,
2692,0,0,
2693,0,0,
2694,0.01454975,5.8199,
2695,0.1400075,56.003,
2696,0.256325,102.53,
2697,0.372275,148.91,
2698,0.496225,198.49,
2699,0.591875,236.75,
2700,0.6466,258.64,
2701,0.6586,263.44,
2702,0.628875,251.55,
2703,0.55675,222.7,
2704,0.448875,179.55,
2705,0.32055,128.22,
2706,0.202495,80.998,
2707,0.08299,33.196,
2708,0.00120425,0.4817,
2709,0,0,
2710,0,0,
2711,0,0,
2712,0,0,
2713,0,0,
2714,0,0,
2715,0,0,
2716,0,0,
2717,0,0,
2718,0.003023,1.2092,
2719,0.0355625,14.225,
2720,0.07074,28.296,
2721,0.287075,114.83,
2722,0.453575,181.43,
2723,0.42665,170.66,
2724,0.45595,182.38,
2725,0.628825,251.53,
2726,0.61005,244.02,
2727,0.547675,219.07,
2728,0.4444,177.76,
2729,0.248575,99.43,
2730,0.1787575,71.503,
2731,0.067965,27.186,
2732,0,0,
2733,0,0,
2734,0,0,
2735,0,0,
2736,0,0,
2737,0,0,
2738,0,0,
2739,0,0,
2740,0,0,
2741,0,0,
2742,0.025135,10.054,
2743,0.1595675,63.827,
2744,0.23398,93.592,
2745,0.301475,120.59,
2746,0.34095,136.38,
2747,0.45615,182.46,
2748,0.1743675,69.747,
2749,0.3427,137.08,
2750,0.501175,200.47,
2751,0.41365,165.46,
2752,0.286625,114.65,
2753,0.255375,102.15,
2754,0.159295,63.718,
2755,0.088115,35.246,
2756,0,0,
2757,0,0,
2758,0,0,
2759,0,0,
2760,0,0,
2761,0,0,
2762,0,0,
2763,0,0,
2764,0,0,
2765,0,0,
2766,-0.0003215,-0.1286,
