HourOfYear,PV_kWh_per_kWp,,
3989,0.003163,1.2652,
3990,0.01864275,7.4571,
3991,0.1007275,40.291,
3992,0.14584,58.336,
3993,0.21042,84.168,
3994,0.329275,131.71,
3995,0.360075,144.03,
3996,0.33625,134.5,
3997,0.379875,151.95,
3998,0.19816,79.264,
3999,0.080745,32.298,
4000,0.100665,40.266,
4001,0.116785,46.714,
4002,0.1937675,77.507,
4003,0.093935,37.574,
4004,0.0431025,17.241,
4005,0.0013985,0.5594,
4006,0,0,
4007,0,0,
4008,0,0,
4009,0,0,
4010,0,0,
4011,0,0,
4012,0,0,
4013,0.00940225,3.7609,
4014,0.0899725,35.989,
4015,0.23658,94.632,
4016,0.3484,139.36,
4017,0.4796,191.84,
4018,0.59485,237.94,
4019,0.678625,271.45,
4020,0.719375,287.75,
4021,0.671975,268.79,
4022,0.46795,187.18,
4023,0.322325,128.93,
4024,0.291125,116.45,
4025,0.16757,67.028,
4026,0.082465,32.986,
4027,0.054985,21.994,
4028,0.025915,10.366,
4029,0,0,
4030,0,0,
4031,0,0,
4032,0,0,
4033,0,0,
4034,0,0,
4035,0,0,
4036,0,0,
4037,0.0013395,0.5358,
4038,0.03928,15.712,
4039,0.1628725,65.149,
4040,0.1526775,61.071,
4041,0.197475,78.99,
4042,0.212335,84.934,
4043,0.223455,89.382,
4044,0.580375,232.15,
4045,0.27505,110.02,
4046,0.471275,188.51,
4047,0.252875,101.15,
4048,0.431225,172.49,
4049,0.2455175,98.207,
4050,0.1989575,79.583,
4051,0.1960225,78.409,
4052,0.09226,36.904,
4053,0.0054575,2.183,
4054,0,0,
4055,0,0,
4056,0,0,
4057,0,0,
4058,0,0,
4059,0,0,
4060,0,0,
4061,0,0,
4062,0.0360775,14.431,
4063,0.1047575,41.903,
4064,0.1328075,53.123,
4065,0.154655,61.862,
4066,0.203925,81.57,
4067,0.343475,137.39,
4068,0.16679,66.716,
4069,0.1110475,44.419,
4070,0.1580725,63.229,
4071,0.0636975,25.479,
4072,0.157005,62.802,
4073,0.128395,51.358,
4074,0.1119375,44.775,
4075,0.07814,31.256,
4076,0.0461925,18.477,
4077,0.00637775,2.5511,
4078,0,0,
4079,0,0,
4080,0,0,
4081,0,0,
4082,0,0,
4083,0,0,
4084,0,0,
4085,0.00142125,0.5685,
4086,0.01322875,5.2915,
4087,0.12799,51.196,
4088,0.333975,133.59,
4089,0.474525,189.81,
4090,0.557,222.8,
4091,0.491825,196.73,
4092,0.388975,155.59,
4093,0.421475,168.59,
4094,0.4697,187.88,
4095,0.5342,213.68,
4096,0.4898,195.92,
4097,0.443475,177.39,
4098,0.32255,129.02,
4099,0.193935,77.574,
4100,0.0795375,31.815,
4101,0.0082805,3.3122,
4102,0,0,
4103,0,0,
4104,0,0,
4105,0,0,
4106,0,0,
4107,0,0,
4108,0,0,
4109,0,0,
4110,0.0021125,0.845,
4111,0.01237625,4.9505,
4112,0.0656175,26.247,
4113,0.094325,37.73,
4114,0.130855,52.342,
4115,0.2061775,82.471,
4116,0.31205,124.82,
4117,0.638525,255.41,
4118,0.472875,189.15,
4119,0.54875,219.5,
4120,0.417875,167.15,
4121,0.366975,146.79,
4122,0.268375,107.35,
4123,0.19335,77.34,
4124,0.0611275,24.451,
4125,0.001303,0.5212,
4126,0,0,
4127,0,0,
4128,0,0,
4129,0,0,
4130,0,0,
4131,0,0,
4132,0,0,
4133,0.0040975,1.639,
4134,0.0338625,13.545,
4135,0.09125,36.5,
4136,0.1838375,73.535,
4137,0.257625,103.05,
4138,0.236775,94.71,
4139,0.3584,143.36,
4140,0.27965,111.86,
4141,0.090545,36.218,
4142,0.0874375,34.975,
4143,0.09395,37.58,
4144,0.1626375,65.055,
4145,0.248995,99.598,
4146,0.0923875,36.955,
4147,0.1804075,72.163,
4148,0.10902,43.608,
4149,0.01658375,6.6335,
4150,0,0,
4151,0,0,
4152,0,0,
4153,0,0,
4154,0,0,
4155,0,0,
4156,0,0,
4157,0.0032195,1.2878,
4158,0.061515,24.606,
4159,0.18116,72.464,
4160,0.27775,111.1,
4161,0.32895,131.58,
4162,0.384175,153.67,
4163,0.328775,131.51,
4164,0.568025,227.21,
4165,0.5746,229.84,
4166,0.6745,269.8,
4167,0.531025,212.41,
4168,0.47095,188.38,
4169,0.367025,146.81,
4170,0.169555,67.822,
4171,0.1610075,64.403,
4172,0.0718375,28.735,
4173,0.0062835,2.5134,
4174,0,0,
4175,0,0,
4176,0,0,
4177,0,0,
4178,0,0,
4179,0,0,
4180,0,0,
4181,0.001437,0.5748,
4182,0.0264175,10.567,
4183,0.0716875,28.675,
4184,0.11847,47.388,
4185,0.309675,123.87,
4186,0.3208,128.32,
4187,0.2576,103.04,
4188,0.423375,169.35,
4189,0.657875,263.15,
4190,0.5114,204.56,
4191,0.602275,240.91,
4192,0.1992675,79.707,
4193,0.145405,58.162,
4194,0.1958575,78.343,
4195,0.1396775,55.871,
4196,0.047965,19.186,
4197,0.00326075,1.3043,
4198,0,0,
4199,0,0,
4200,0,0,
4201,0,0,
4202,0,0,
4203,0,0,
4204,0,0,
4205,0.00238125,0.9525,
4206,0.0039875,1.595,
4207,0.0365175,14.607,
4208,0.1201875,48.075,
4209,0.23571,94.284,
4210,0.227595,91.038,
4211,0.20977,83.908,
4212,0.2184925,87.397,
4213,0.1635275,65.411,
4214,0.138595,55.438,
4215,0.129125,51.65,
4216,0.1324775,52.991,
4217,0.1254075,50.163,
4218,0.0986375,39.455,
4219,0.0680575,27.223,
4220,0.028075,11.23,
4221,-0.00042025,-0.1681,
4222,0,0,
4223,0,0,
4224,0,0,
4225,0,0,
4226,0,0,
4227,0,0,
4228,0,0,
4229,0,0,
4230,0.013877,5.5508,
4231,0.0452325,18.093,
4232,0.087435,34.974,
4233,0.1249125,49.965,
4234,0.1888875,75.555,
4235,0.19899,79.596,
4236,0.336125,134.45,
4237,0.333775,133.51,
4238,0.336075,134.43,
4239,0.446025,178.41,
4240,0.381325,152.53,
4241,0.27485,109.94,
4242,0.303125,121.25,
4243,0.2132,85.28,
4244,0.10892,43.568,
4245,0.01352275,5.4091,
4246,0,0,
4247,0,0,
4248,0,0,
4249,0,0,
4250,0,0,
4251,0,0,
4252,0,0,
4253,0.011154,4.4616,
4254,0.11738,46.952,
4255,0.22812,91.248,
4256,0.3319,132.76,
4257,0.45685,182.74,
4258,0.56605,226.42,
4259,0.646775,258.71,
4260,0.694525,277.81,
4261,0.708825,283.53,
4262,0.6903,276.12,
4263,0.637125,254.85,
4264,0.552575,221.03,
4265,0.440125,176.05,
4266,0.31435,125.74,
4267,0.2040025,81.601,
4268,0.11287,45.148,
4269,0.006824,2.7296,
4270,0,0,
4271,0,0,
4272,0,0,
4273,0,0,
4274,0,0,
4275,0,0,
4276,0,0,
4277,0.003997,1.5988,
4278,0.092225,36.89,
4279,0.2183125,87.325,
4280,0.322675,129.07,
4281,0.43715,174.86,
4282,0.4977,199.08,
4283,0.63465,253.86,
4284,0.6812,272.48,
4285,0.694125,277.65,
4286,0.672975,269.19,
4287,0.623875,249.55,
4288,0.540575,216.23,
4289,0.428225,171.29,
4290,0.3053,122.12,
4291,0.20391,81.564,
4292,0.0839825,33.593,
4293,0.00112775,0.4511,
4294,0,0,
4295,0,0,
4296,0,0,
4297,0,0,
4298,0,0,
4299,0,0,
4300,0,0,
4301,0.002144,0.8576,
4302,0.0192045,7.6818,
4303,0.06361,25.444,
4304,0.055645,22.258,
4305,0.33175,132.7,
4306,0.38605,154.42,
4307,0.513675,205.47,
4308,0.4068,162.72,
4309,0.3904,156.16,
4310,0.1995875,79.835,
4311,0.175905,70.362,
4312,0.1491375,59.655,
4313,0.07155,28.62,
4314,0.0565675,22.627,
4315,0.04239,16.956,
4316,0.02229475,8.9179,
4317,-0.00045525,-0.1821,
4318,0,0,
4319,0,0,
4320,0,0,
4321,0,0,
4322,0,0,
4323,0,0,
4324,0,0,
4325,0,0,
4326,0.0299225,11.969,
4327,0.0449175,17.967,
4328,0.1276375,51.055,
4329,0.1600975,64.039,
4330,0.38035,152.14,
4331,0.5475,219,
4332,0.5565,222.6,
4333,0.4252,170.08,
4334,0.2171275,86.851,
4335,0.279025,111.61,
4336,0.1724125,68.965,
4337,0.391,156.4,
4338,0.1053425,42.137,
4339,0.1635175,65.407,
4340,0.075445,30.178,
4341,0.01375025,5.5001,
4342,0,0,
4343,0,0,
4344,0,0,
4345,0,0,
4346,0,0,
4347,0,0,
4348,0,0,
4349,0.01587525,6.3501,
4350,0.1074225,42.969,
4351,0.2239775,89.591,
4352,0.32525,130.1,
4353,0.448725,179.49,
4354,0.55685,222.74,
4355,0.63675,254.7,
4356,0.6842,273.68,
4357,0.696275,278.51,
4358,0.672025,268.81,
4359,0.629275,251.71,
4360,0.545475,218.19,
4361,0.434825,173.93,
4362,0.31345,125.38,
4363,0.214905,85.962,
4364,0.124095,49.638,
4365,0.0171445,6.8578,
4366,0,0,
4367,0,0,
4368,0,0,
4369,0,0,
4370,0,0,
4371,0,0,
4372,0,0,
4373,0.0109375,4.375,
4374,0.08096,32.384,
4375,0.2136275,85.451,
4376,0.315775,126.31,
4377,0.435975,174.39,
4378,0.542275,216.91,
4379,0.619925,247.97,
4380,0.6644,265.76,
4381,0.677725,271.09,
4382,0.65735,262.94,
4383,0.607175,242.87,
4384,0.526525,210.61,
4385,0.418275,167.31,
4386,0.29965,119.86,
4387,0.2017675,80.707,
4388,0.108395,43.358,
4389,0.0109335,4.3734,
4390,0,0,
4391,0,0,
4392,0,0,
4393,0,0,
4394,0,0,
4395,0,0,
4396,0,0,
4397,0.00036425,0.1457,
4398,0.024744,9.8976,
4399,0.1346125,53.845,
4400,0.22512,90.048,
4401,0.411075,164.43,
4402,0.52215,208.86,
4403,0.605525,242.21,
4404,0.656075,262.43,
4405,0.6707,268.28,
4406,0.653525,261.41,
4407,0.603675,241.47,
4408,0.5209,208.36,
4409,0.4129,165.16,
4410,0.291525,116.61,
4411,0.181205,72.482,
4412,0.06067,24.268,
4413,0.0048775,1.951,
4414,0,0,
4415,0,0,
4416,0,0,
4417,0,0,
4418,0,0,
4419,0,0,
4420,0,0,
4421,0.0036055,1.4422,
4422,0.04328,17.312,
4423,0.1081975,43.279,
4424,0.23628,94.512,
4425,0.412525,165.01,
4426,0.5162,206.48,
4427,0.583625,233.45,
4428,0.628925,251.57,
4429,0.6446,257.84,
4430,0.62285,249.14,
4431,0.575825,230.33,
4432,0.4986,199.44,
4433,0.39625,158.5,
4434,0.28,112,
4435,0.167435,66.974,
4436,0.0770525,30.821,
4437,0.0048365,1.9346,
4438,0,0,
4439,0,0,
4440,0,0,
4441,0,0,
4442,0,0,
4443,0,0,
4444,0,0,
4445,-0.00045275,-0.1811,
4446,0.02998,11.992,
4447,0.0627625,25.105,
4448,0.0755575,30.223,
4449,0.012802,5.1208,
4450,0.01723675,6.8947,
4451,0.03321,13.284,
4452,0.0792,31.68,
4453,0.519575,207.83,
4454,0.337025,134.81,
4455,0.082855,33.142,
4456,0.0317475,12.699,
4457,0.030615,12.246,
4458,0.1333975,53.359,
4459,0.0387675,15.507,
4460,0.0192355,7.6942,
4461,0,0,
4462,0,0,
4463,0,0,
4464,0,0,
4465,0,0,
4466,0,0,
4467,0,0,
4468,0,0,
4469,0.0047525,1.901,
4470,0.0746625,29.865,
4471,0.1855,74.2,
4472,0.325325,130.13,
4473,0.450625,180.25,
4474,0.562725,225.09,
4475,0.520125,208.05,
4476,0.63785,255.14,
4477,0.56585,226.34,
4478,0.66365,265.46,
4479,0.6267,250.68,
4480,0.5389,215.56,
4481,0.446725,178.69,
4482,0.320225,128.09,
4483,0.219175,87.67,
4484,0.123065,49.226,
4485,0.01560725,6.2429,
4486,0,0,
4487,0,0,
4488,0,0,
4489,0,0,
4490,0,0,
4491,0,0,
4492,0,0,
4493,0.00796725,3.1869,
4494,0.0877275,35.091,
4495,0.2188175,87.527,
4496,0.31695,126.78,
4497,0.437175,174.87,
4498,0.5438,217.52,
4499,0.62225,248.9,
4500,0.66255,265.02,
4501,0.58335,233.34,
4502,0.3834,153.36,
4503,0.187005,74.802,
4504,0.14158,56.632,
4505,0.0794875,31.795,
4506,0.0958825,38.353,
4507,0.07845,31.38,
4508,0.0306575,12.263,
4509,0,0,
4510,0,0,
4511,0,0,
4512,0,0,
4513,0,0,
4514,0,0,
4515,0,0,
4516,0,0,
4517,0.00282775,1.1311,
4518,0.035275,14.11,
4519,0.11354,45.416,
4520,0.095315,38.126,
4521,0.300925,120.37,
4522,0.4116,164.64,
4523,0.24863,99.452,
4524,0.2101425,84.057,
4525,0.1990175,79.607,
4526,0.2878,115.12,
4527,0.14825,59.3,
4528,0.15258,61.032,
4529,0.113725,45.49,
4530,0.1140775,45.631,
4531,0.1140025,45.601,
4532,0.04371,17.484,
4533,0.008229,3.2916,
4534,0,0,
4535,0,0,
4536,0,0,
4537,0,0,
4538,0,0,
4539,0,0,
4540,0,0,
4541,0.00696275,2.7851,
4542,0.03857,15.428,
4543,0.073645,29.458,
4544,0.1269575,50.783,
4545,0.19031,76.124,
4546,0.4275,171,
4547,0.355975,142.39,
4548,0.610275,244.11,
4549,0.39005,156.02,
4550,0.5215,208.6,
4551,0.260175,104.07,
4552,0.334375,133.75,
4553,0.2832,113.28,
4554,0.312,124.8,
4555,0.22077,88.308,
4556,0.12814,51.256,
4557,0.01549475,6.1979,
4558,0,0,
4559,0,0,
4560,0,0,
4561,0,0,
4562,0,0,
4563,0,0,
4564,0,0,
4565,0.00709475,2.8379,
4566,0.0808075,32.323,
4567,0.2172075,86.883,
4568,0.2049225,81.969,
4569,0.324425,129.77,
4570,0.567125,226.85,
4571,0.5487,219.48,
4572,0.490775,196.31,
4573,0.580525,232.21,
4574,0.6087,243.48,
4575,0.5781,231.24,
4576,0.55365,221.46,
4577,0.4447,177.88,
4578,0.3188,127.52,
4579,0.21815,87.26,
4580,0.12247,48.988,
4581,0.0145315,5.8126,
4582,0,0,
4583,0,0,
4584,0,0,
4585,0,0,
4586,0,0,
4587,0,0,
4588,0,0,
4589,0.00625025,2.5001,
4590,0.0398975,15.959,
4591,0.0541575,21.663,
4592,0.079005,31.602,
4593,0.4392,175.68,
4594,0.466025,186.41,
4595,0.5332,213.28,
4596,0.650275,260.11,
4597,0.68485,273.94,
4598,0.681725,272.69,
4599,0.62995,251.98,
4600,0.546975,218.79,
4601,0.43355,173.42,
4602,0.29035,116.14,
4603,0.164175,65.67,
4604,0.08296,33.184,
4605,0,0,
4606,0,0,
4607,0,0,
4608,0,0,
4609,0,0,
4610,0,0,
4611,0,0,
4612,0,0,
4613,0,0,
4614,0.019711,7.8844,
4615,0.055435,22.174,
4616,0.0761925,30.477,
4617,0.133585,53.434,
4618,0.101435,40.574,
4619,0.167265,66.906,
4620,0.2092825,83.713,
4621,0.25725,102.9,
4622,0.23787,95.148,
4623,0.1602525,64.101,
4624,0.1183875,47.355,
4625,0.082595,33.038,
4626,0.0732,29.28,
4627,0.0657675,26.307,
4628,0.0297125,11.885,
4629,-0.00046525,-0.1861,
4630,0,0,
4631,0,0,
4632,0,0,
4633,0,0,
4634,0,0,
4635,0,0,
4636,0,0,
4637,0,0,
4638,0.02360275,9.4411,
4639,0.0384875,15.395,
4640,0.0637775,25.511,
4641,0.0578825,23.153,
4642,0.1209725,48.389,
4643,0.13819,55.276,
4644,0.1030425,41.217,
4645,0.10823,43.292,
4646,0.1125525,45.021,
4647,0.14666,58.664,
4648,0.19922,79.688,
4649,0.116185,46.474,
4650,0.0804175,32.167,
4651,0.0776,31.04,
4652,0.039745,15.898,
4653,0,0,
4654,0,0,
4655,0,0,
4656,0,0,
4657,0,0,
4658,0,0,
4659,0,0,
4660,0,0,
4661,0,0,
4662,0.014777,5.9108,
4663,0.01959425,7.8377,
4664,0.0560025,22.401,
4665,0.0889125,35.565,
4666,0.17818,71.272,
4667,0.227875,91.15,
4668,0.274275,109.71,
4669,0.390475,156.19,
4670,0.33965,135.86,
4671,0.34985,139.94,
4672,0.2050275,82.011,
4673,0.2358075,94.323,
4674,0.192125,76.85,
4675,0.08709,34.836,
4676,0.0450325,18.013,
4677,0.0026165,1.0466,
4678,0,0,
4679,0,0,
4680,0,0,
4681,0,0,
4682,0,0,
4683,0,0,
4684,0,0,
4685,0,0,
4686,0.024687,9.8748,
4687,0.0659575,26.383,
4688,0.1958975,78.359,
4689,0.399725,159.89,
4690,0.4461,178.44,
4691,0.348175,139.27,
4692,0.314775,125.91,
4693,0.359925,143.97,
4694,0.31745,126.98,
4695,0.39635,158.54,
4696,0.33705,134.82,
4697,0.297225,118.89,
4698,0.1790025,71.601,
4699,0.07292,29.168,
4700,0.0485175,19.407,
4701,0.00504225,2.0169,
4702,0,0,
4703,0,0,
4704,0,0,
4705,0,0,
4706,0,0,
4707,0,0,
4708,0,0,
4709,0,0,
4710,0.01962825,7.8513,
4711,0.042495,16.998,
4712,0.0550525,22.021,
4713,0.1276025,51.041,
4714,0.44515,178.06,
4715,0.46615,186.46,
4716,0.561625,224.65,
4717,0.599025,239.61,
4718,0.658675,263.47,
4719,0.628775,251.51,
4720,0.543175,217.27,
4721,0.4252,170.08,
4722,0.29855,119.42,
4723,0.1972,78.88,
4724,0.0876075,35.043,
4725,0.0020195,0.8078,
4726,0,0,
4727,0,0,
4728,0,0,
4729,0,0,
4730,0,0,
4731,0,0,
4732,0,0,
4733,0,0,
4734,0.01086525,4.3461,
4735,0.015638,6.2552,
4736,0.0370125,14.805,
4737,0.3009,120.36,
4738,0.446575,178.63,
4739,0.612725,245.09,
4740,0.66435,265.74,
4741,0.681925,272.77,
4742,0.665375,266.15,
4743,0.613175,245.27,
4744,0.529775,211.91,
4745,0.417775,167.11,
4746,0.2958,118.32,
4747,0.1999625,79.985,
4748,0.1027075,41.083,
4749,0.004758,1.9032,
4750,0,0,
4751,0,0,
4752,0,0,
4753,0,0,
4754,0,0,
4755,0,0,
4756,0,0,
4757,0,0,
4758,0.0118525,4.741,
4759,0.07677,30.708,
4760,0.1348325,53.933,
4761,0.27665,110.66,
4762,0.401625,160.65,
4763,0.391875,156.75,
4764,0.455275,182.11,
4765,0.60955,243.82,
4766,0.608275,243.31,
4767,0.589175,235.67,
4768,0.5469,218.76,
4769,0.43255,173.02,
4770,0.30095,120.38,
4771,0.20871,83.484,
4772,0.0760475,30.419,
4773,0,0,
4774,0,0,
4775,0,0,
4776,0,0,
4777,0,0,
4778,0,0,
4779,0,0,
4780,0,0,
4781,0,0,
4782,0.00367875,1.4715,
4783,0.0067995,2.7198,
4784,0.01160325,4.6413,
4785,0.0565475,22.619,
4786,0.1419875,56.795,
4787,0.294325,117.73,
4788,0.3045,121.8,
4789,0.299125,119.65,
4790,0.1584475,63.379,
4791,0.160885,64.354,
4792,0.0962525,38.501,
4793,0.07257,29.028,
4794,0.1237075,49.483,
4795,0.140285,56.114,
4796,0.0789575,31.583,
4797,0,0,
4798,0,0,
4799,0,0,
4800,0,0,
4801,0,0,
4802,0,0,
4803,0,0,
4804,0,0,
4805,0,0,
4806,0.0545325,21.813,
4807,0.19745,78.98,
4808,0.303575,121.43,
4809,0.427,170.8,
4810,0.54155,216.62,
4811,0.62415,249.66,
4812,0.573925,229.57,
4813,0.528025,211.21,
4814,0.363425,145.37,
4815,0.19299,77.196,
4816,0.24433,97.732,
4817,0.10916,43.664,
4818,0.0967175,38.687,
4819,0.064775,25.91,
4820,0.0360425,14.417,
4821,0,0,
4822,0,0,
4823,0,0,
4824,0,0,
4825,0,0,
4826,0,0,
4827,0,0,
4828,0,0,
4829,0,0,
4830,0.00708975,2.8359,
4831,0.0590075,23.603,
4832,0.09526,38.104,
4833,0.1381725,55.269,
4834,0.2418825,96.753,
4835,0.61415,245.66,
4836,0.6769,270.76,
4837,0.6882,275.28,
4838,0.577475,230.99,
4839,0.41045,164.18,
4840,0.365175,146.07,
4841,0.328,131.2,
4842,0.27095,108.38,
4843,0.2037225,81.489,
4844,0.105795,42.318,
4845,0,0,
4846,0,0,
4847,0,0,
4848,0,0,
4849,0,0,
4850,0,0,
4851,0,0,
4852,0,0,
4853,0,0,
4854,0.00809425,3.2377,
4855,0.03138,12.552,
4856,0.0305975,12.239,
4857,0.03794,15.176,
4858,0.13765,55.06,
4859,0.2073575,82.943,
4860,0.48425,193.7,
4861,0.62595,250.38,
4862,0.55215,220.86,
4863,0.542725,217.09,
4864,0.308975,123.59,
4865,0.33955,135.82,
4866,0.252875,101.15,
4867,0.1021975,40.879,
4868,0.0675,27,
4869,0,0,
4870,0,0,
4871,0,0,
4872,0,0,
4873,0,0,
4874,0,0,
4875,0,0,
4876,0,0,
4877,0,0,
4878,0.02897,11.588,
4879,0.08326,33.304,
4880,0.1662825,66.513,
4881,0.321925,128.77,
4882,0.41655,166.62,
4883,0.50815,203.26,
4884,0.33855,135.42,
4885,0.4602,184.08,
4886,0.486125,194.45,
4887,0.3449,137.96,
4888,0.3671,146.84,
4889,0.337975,135.19,
4890,0.19795,79.18,
4891,0.1332975,53.319,
4892,0.03085,12.34,
4893,0,0,
4894,0,0,
4895,0,0,
4896,0,0,
4897,0,0,
4898,0,0,
4899,0,0,
4900,0,0,
4901,0,0,
4902,0.0131695,5.2678,
4903,0.0429175,17.167,
4904,0.058565,23.426,
4905,0.2011,80.44,
4906,0.453325,181.33,
4907,0.597025,238.81,
4908,0.419025,167.61,
4909,0.57885,231.54,
4910,0.524425,209.77,
4911,0.450325,180.13,
4912,0.335625,134.25,
4913,0.182395,72.958,
4914,0.1894175,75.767,
4915,0.13487,53.948,
4916,0.024981,9.9924,
4917,0,0,
4918,0,0,
4919,0,0,
4920,0,0,
4921,0,0,
4922,0,0,
4923,0,0,
4924,0,0,
4925,0,0,
4926,0.016959,6.7836,
4927,0.1868775,74.751,
4928,0.2886,115.44,
4929,0.33155,132.62,
4930,0.389125,155.65,
4931,0.2794,111.76,
4932,0.2712,108.48,
4933,0.1985225,79.409,
4934,0.320775,128.31,
4935,0.322775,129.11,
4936,0.252175,100.87,
4937,0.081115,32.446,
4938,0.040545,16.218,
4939,0.03633,14.532,
4940,0.014139,5.6556,
4941,0,0,
4942,0,0,
4943,0,0,
4944,0,0,
4945,0,0,
4946,0,0,
4947,0,0,
4948,0,0,
4949,0,0,
4950,0.0446625,17.865,
4951,0.17665,70.66,
4952,0.301025,120.41,
4953,0.425125,170.05,
4954,0.53335,213.34,
4955,0.62905,251.62,
4956,0.672925,269.17,
4957,0.66635,266.54,
4958,0.459625,183.85,
4959,0.44635,178.54,
4960,0.51155,204.62,
4961,0.266525,106.61,
4962,0.0748225,29.929,
4963,0.0373525,14.941,
4964,0.018897,7.5588,
4965,0,0,
4966,0,0,
4967,0,0,
4968,0,0,
4969,0,0,
4970,0,0,
4971,0,0,
4972,0,0,
4973,0,0,
4974,0.006444,2.5776,
4975,0.026045,10.418,
4976,0.179025,71.61,
4977,0.1228775,49.151,
4978,0.167345,66.938,
4979,0.240005,96.002,
4980,0.2413675,96.547,
4981,0.273225,109.29,
4982,0.240935,96.374,
4983,0.11124,44.496,
4984,0.18704,74.816,
4985,0.123335,49.334,
4986,0.1690625,67.625,
4987,0.14196,56.784,
4988,0.07792,31.168,
4989,0,0,
4990,0,0,
4991,0,0,
4992,0,0,
4993,0,0,
4994,0,0,
4995,0,0,
4996,0,0,
4997,0,0,
4998,0.00643875,2.5755,
4999,0.0483125,19.325,
5000,0.1041925,41.677,
5001,0.1075525,43.021,
5002,0.1709,68.36,
5003,0.1760325,70.413,
5004,0.1988275,79.531,
5005,0.192655,77.062,
5006,0.45765,183.06,
5007,0.378225,151.29,
5008,0.317,126.8,
5009,0.29,116,
5010,0.09311,37.244,
5011,0.0607325,24.293,
5012,0.022128,8.8512,
5013,0,0,
5014,0,0,
5015,0,0,
5016,0,0,
5017,0,0,
5018,0,0,
5019,0,0,
5020,0,0,
5021,0,0,
5022,0.01244275,4.9771,
5023,0.059145,23.658,
5024,0.1369725,54.789,
5025,0.23446,93.784,
5026,0.36665,146.66,
5027,0.2121625,84.865,
5028,0.2401275,96.051,
5029,0.2012275,80.491,
5030,0.354475,141.79,
5031,0.567275,226.91,
5032,0.32795,131.18,
5033,0.32565,130.26,
5034,0.1558125,62.325,
5035,0.0842975,33.719,
5036,0.05318,21.272,
5037,0,0,
5038,0,0,
5039,0,0,
5040,0,0,
5041,0,0,
5042,0,0,
5043,0,0,
5044,0,0,
5045,0,0,
5046,0.0225555,9.0222,
5047,0.0917725,36.709,
5048,0.247355,98.942,
5049,0.254925,101.97,
5050,0.402875,161.15,
5051,0.46405,185.62,
5052,0.3602,144.08,
5053,0.2190675,87.627,
5054,0.444475,177.79,
5055,0.415275,166.11,
5056,0.13008,52.032,
5057,0.358125,143.25,
5058,0.207345,82.938,
5059,0.1831725,73.269,
5060,0.080275,32.11,
5061,0,0,
5062,0,0,
5063,0,0,
5064,0,0,
5065,0,0,
5066,0,0,
5067,0,0,
5068,0,0,
5069,0,0,
5070,0.0465575,18.623,
5071,0.1971875,78.875,
5072,0.295475,118.19,
5073,0.413025,165.21,
5074,0.463325,185.33,
5075,0.48385,193.54,
5076,0.465575,186.23,
5077,0.5346,213.84,
5078,0.58435,233.74,
5079,0.62795,251.18,
5080,0.514825,205.93,
5081,0.384875,153.95,
5082,0.291375,116.55,
5083,0.2023375,80.935,
5084,0.0616975,24.679,
5085,0,0,
5086,0,0,
5087,0,0,
5088,0,0,
5089,0,0,
5090,0,0,
5091,0,0,
5092,0,0,
5093,0,0,
5094,0.032255,12.902,
5095,0.1692125,67.685,
5096,0.2716,108.64,
5097,0.387575,155.03,
5098,0.5027,201.08,
5099,0.589575,235.83,
5100,0.642625,257.05,
5101,0.6597,263.88,
5102,0.64305,257.22,
5103,0.590575,236.23,
5104,0.504375,201.75,
5105,0.391825,156.73,
5106,0.27475,109.9,
5107,0.189965,75.986,
5108,0.089375,35.75,
5109,0,0,
5110,0,0,
5111,0,0,
5112,0,0,
5113,0,0,
5114,0,0,
5115,0,0,
5116,0,0,
5117,0,0,
5118,0.0662325,26.493,
5119,0.18972,75.888,
5120,0.2744,109.76,
5121,0.38945,155.78,
5122,0.502175,200.87,
5123,0.588025,235.21,
5124,0.638225,255.29,
5125,0.6533,261.32,
5126,0.633475,253.39,
5127,0.57925,231.7,
5128,0.493825,197.53,
5129,0.380575,152.23,
5130,0.260525,104.21,
5131,0.1545375,61.815,
5132,0.04441,17.764,
5133,0,0,
5134,0,0,
5135,0,0,
5136,0,0,
5137,0,0,
5138,0,0,
5139,0,0,
5140,0,0,
5141,0,0,
5142,0.00533525,2.1341,
5143,0.01169325,4.6773,
5144,0.013801,5.5204,
5145,0.0475525,19.021,
5146,0.378125,151.25,
5147,0.49375,197.5,
5148,0.478425,191.37,
5149,0.572875,229.15,
5150,0.5212,208.48,
5151,0.3557,142.28,
5152,0.455075,182.03,
5153,0.315425,126.17,
5154,0.207315,82.926,
5155,0.1674,66.96,
5156,0.075475,30.19,
5157,0,0,
5158,0,0,
5159,0,0,
5160,0,0,
5161,0,0,
5162,0,0,
5163,0,0,
5164,0,0,
5165,0,0,
5166,0.0202075,8.083,
5167,0.048875,19.55,
5168,0.236475,94.59,
5169,0.3842,153.68,
5170,0.498,199.2,
5171,0.53155,212.62,
5172,0.617275,246.91,
5173,0.643325,257.33,
5174,0.4665,186.6,
5175,0.42165,168.66,
5176,0.4049,161.96,
5177,0.375025,150.01,
5178,0.268975,107.59,
5179,0.1282125,51.285,
5180,0.0671825,26.873,
5181,0,0,
5182,0,0,
5183,0,0,
5184,0,0,
5185,0,0,
5186,0,0,
5187,0,0,
5188,0,0,
5189,0,0,
5190,0.01364375,5.4575,
5191,0.16054,64.216,
5192,0.26195,104.78,
5193,0.377475,150.99,
5194,0.49315,197.26,
