HourOfYear,FarmLoad_kWh,,,,
2627,23.18,,,,
2628,30.06,,,,
2629,18.735,,,,
2630,24.91,,,,
2631,22.615,,,,
2632,25.49,,,,
2633,18.385,,,,
2634,28.09,,,,
2635,21.49,,,,
2636,32.44,,,,
2637,24.475,,,,
2638,24.41,,,,
2639,34.55,,,,
2640,24.35,,,,
2641,31.85,,,,
2642,24.795,,,,
2643,33.075,,,,
2644,24.605,,,,
2645,33,,,,
2646,24.74,,,,
2647,24.71,,,,
2648,23.615,,,,
2649,23.64,,,,
2650,29.135,,,,
2651,16.22,,,,
2652,28.945,,,,
2653,19.69,,,,
2654,27.98,,,,
2655,19.475,,,,
2656,31.815,,,,
2657,15.78,,,,
2658,32.205,,,,
2659,14.9,,,,
2660,31.14,,,,
2661,24.39,,,,
2662,24.54,,,,
2663,31.24,,,,
2664,24.395,,,,
2665,31.17,,,,
2666,24.76,,,,
2667,33.435,,,,
2668,24.525,,,,
2669,32.05,,,,
2670,24.7,,,,
2671,24.66,,,,
2672,23.775,,,,
2673,24.01,,,,
2674,29.38,,,,
2675,12.74,,,,
2676,24.085,,,,
2677,16.39,,,,
2678,21.78,,,,
2679,12.23,,,,
2680,21.75,,,,
2681,18.425,,,,
2682,25.29,,,,
2683,23.395,,,,
2684,33.055,,,,
2685,24.915,,,,
2686,25.025,,,,
2687,32.61,,,,
2688,25.06,,,,
2689,31.94,,,,
2690,25.3,,,,
2691,36.03,,,,
2692,25.145,,,,
2693,34.725,,,,
2694,25.505,,,,
2695,25.04,,,,
2696,23.84,,,,
2697,19.525,,,,
2698,23.83,,,,
2699,10.6,,,,
2700,15.115,,,,
2701,12.195,,,,
2702,22.84,,,,
2703,14.165,,,,
2704,22.35,,,,
2705,16.405,,,,
2706,28.89,,,,
2707,23.435,,,,
2708,31.455,,,,
2709,24.595,,,,
2710,24.625,,,,
2711,31.92,,,,
2712,24.76,,,,
2713,32.55,,,,
2714,24.96,,,,
2715,34.87,,,,
2716,24.86,,,,
2717,33.75,,,,
2718,24.945,,,,
2719,24.97,,,,
2720,23.455,,,,
2721,17.18,,,,
2722,21.335,,,,
2723,12.085,,,,
2724,13.405,,,,
2725,10.565,,,,
2726,30.03,,,,
2727,18.81,,,,
2728,34.9,,,,
2729,26.795,,,,
2730,36.29,,,,
2731,24.15,,,,
2732,34.735,,,,
2733,25.655,,,,
2734,25.87,,,,
2735,32.495,,,,
2736,26.16,,,,
2737,33.935,,,,
2738,26.38,,,,
2739,35.945,,,,
2740,26.34,,,,
2741,34.45,,,,
2742,26.505,,,,
2743,26.175,,,,
2744,25.265,,,,
2745,25.035,,,,
2746,31.41,,,,
2747,23.155,,,,
2748,39.47,,,,
2749,21.405,,,,
2750,32.855,,,,
2751,31.56,,,,
2752,39.195,,,,
2753,28.735,,,,
2754,34.03,,,,
2755,23.255,,,,
2756,32.63,,,,
2757,25.53,,,,
2758,25.73,,,,
2759,32.825,,,,
2760,25.655,,,,
2761,32.965,,,,
2762,26,,,,
2763,34.89,,,,
2764,25.965,,,,
2765,33.06,,,,
2766,26.115,,,,
2767,26.045,,,,
2768,25.955,,,,
2769,25.505,,,,
2770,27.715,,,,
2771,16.36,,,,
2772,33.365,,,,
2773,12.52,,,,
2774,34.16,,,,
2775,16.915,,,,
2776,28.01,,,,
2777,17,,,,
2778,28.94,,,,
2779,20.115,,,,
2780,30.415,,,,
2781,22.32,,,,
2782,22.585,,,,
2783,30.665,,,,
2784,22.51,,,,
2785,29.955,,,,
2786,22.97,,,,
2787,30.805,,,,
2788,22.77,,,,
2789,29.165,,,,
2790,22.995,,,,
2791,22.85,,,,
2792,21.62,,,,
2793,21.25,,,,
2794,27.755,,,,
2795,25.49,,,,
2796,34.145,,,,
2797,27.46,,,,
2798,40.285,,,,
2799,25.415,,,,
2800,36.4,,,,
2801,22.29,,,,
2802,28.67,,,,
2803,22.965,,,,
2804,33.855,,,,
2805,24.18,,,,
2806,23.795,,,,
2807,32.13,,,,
2808,23.54,,,,
2809,32.295,,,,
2810,23.905,,,,
2811,32.215,,,,
2812,23.42,,,,
2813,31.185,,,,
2814,23.685,,,,
2815,23.3,,,,
2816,21.685,,,,
2817,16.74,,,,
2818,17.695,,,,
2819,9.11,,,,
2820,13.415,,,,
2821,12.58,,,,
2822,21.04,,,,
2823,9.2,,,,
2824,24.755,,,,
2825,14.21,,,,
2826,27.88,,,,
2827,22.205,,,,
2828,32.385,,,,
2829,24.745,,,,
2830,24.355,,,,
2831,32.265,,,,
2832,24.22,,,,
2833,33.905,,,,
2834,24.6,,,,
2835,34.06,,,,
2836,24.1,,,,
2837,31.18,,,,
2838,24.155,,,,
2839,23.85,,,,
2840,23.665,,,,
2841,23.275,,,,
2842,30.33,,,,
2843,20.02,,,,
2844,24.2,,,,
2845,10.36,,,,
2846,22.945,,,,
2847,13.8,,,,
2848,29.44,,,,
2849,18.825,,,,
2850,27.935,,,,
2851,21.845,,,,
2852,35.37,,,,
2853,24.215,,,,
2854,24.62,,,,
2855,33.955,,,,
2856,24.835,,,,
2857,34.74,,,,
2858,24.78,,,,
2859,36.78,,,,
2860,24.555,,,,
2861,32.26,,,,
2862,24.61,,,,
2863,24.725,,,,
2864,23.235,,,,
2865,18.505,,,,
2866,22.705,,,,
2867,8.23,,,,
2868,18.68,,,,
2869,3.535,,,,
2870,16.37,,,,
2871,6.43,,,,
2872,21.44,,,,
2873,13.77,,,,
2874,19.91,,,,
2875,36.08,,,,
2876,35.77,,,,
2877,25.555,,,,
2878,25.22,,,,
2879,32.76,,,,
2880,25.05,,,,
2881,33.61,,,,
2882,25.25,,,,
2883,42.595,,,,
2884,24.855,,,,
2885,37.265,,,,
2886,24.93,,,,
2887,24.545,,,,
2888,22.925,,,,
2889,19.13,,,,
2890,25.045,,,,
2891,15.745,,,,
2892,19.995,,,,
2893,6.78,,,,
2894,16.655,,,,
2895,7.06,,,,
2896,18.235,,,,
2897,14.91,,,,
2898,26.185,,,,
2899,23.165,,,,
2900,33.74,,,,
2901,25.19,,,,
2902,24.815,,,,
2903,31.965,,,,
2904,24.19,,,,
2905,32.795,,,,
2906,24.325,,,,
2907,34.905,,,,
2908,23.955,,,,
2909,31.325,,,,
2910,24.06,,,,
2911,23.38,,,,
2912,21.875,,,,
2913,17.6,,,,
2914,19.775,,,,
2915,9.205,,,,
2916,15.52,,,,
2917,6.435,,,,
2918,18.115,,,,
2919,7.315,,,,
2920,18.065,,,,
2921,14.56,,,,
2922,28.385,,,,
2923,24.4,,,,
2924,34.315,,,,
2925,26.28,,,,
2926,26.155,,,,
2927,33.32,,,,
2928,25.485,,,,
2929,33.965,,,,
2930,25.23,,,,
2931,35.025,,,,
2932,24.63,,,,
2933,32.445,,,,
2934,24.775,,,,
2935,23.98,,,,
2936,21.54,,,,
2937,16.595,,,,
2938,18.375,,,,
2939,7.27,,,,
2940,15.965,,,,
2941,4.505,,,,
2942,17.21,,,,
2943,7.03,,,,
2944,18.69,,,,
2945,14.505,,,,
2946,26.75,,,,
2947,23.8,,,,
2948,36.56,,,,
2949,24.9,,,,
2950,24.77,,,,
2951,32.975,,,,
2952,24.33,,,,
2953,34.38,,,,
2954,23.615,,,,
2955,36.265,,,,
2956,23.195,,,,
2957,31.495,,,,
2958,23.555,,,,
2959,23.145,,,,
2960,22.71,,,,
2961,22.435,,,,
2962,29.245,,,,
2963,20.62,,,,
2964,31.925,,,,
2965,19.485,,,,
2966,30.5,,,,
2967,21.825,,,,
2968,31.67,,,,
2969,19.12,,,,
2970,30.57,,,,
2971,20.4,,,,
2972,29.94,,,,
2973,23.04,,,,
2974,23.19,,,,
2975,34.5,,,,
2976,22.8,,,,
2977,32.01,,,,
2978,22.9,,,,
2979,32.74,,,,
2980,22.345,,,,
2981,30.235,,,,
2982,22.42,,,,
2983,21.685,,,,
2984,20.175,,,,
2985,14.805,,,,
2986,23.745,,,,
2987,7.375,,,,
2988,18.075,,,,
2989,21.095,,,,
2990,31.27,,,,
2991,19.595,,,,
2992,29.58,,,,
2993,13.685,,,,
2994,23.615,,,,
2995,19.915,,,,
2996,37.525,,,,
2997,23.42,,,,
2998,23.535,,,,
2999,38.515,,,,
3000,23.28,,,,
3001,34.135,,,,
3002,23.465,,,,
3003,37.07,,,,
3004,23.22,,,,
3005,34.355,,,,
3006,23.29,,,,
3007,22.67,,,,
3008,21.1,,,,
3009,20.02,,,,
3010,32.14,,,,
3011,17.665,,,,
3012,28.225,,,,
3013,17.21,,,,
3014,27.49,,,,
3015,18.43,,,,
3016,27.38,,,,
3017,15.08,,,,
3018,24.35,,,,
3019,20.265,,,,
3020,31.575,,,,
3021,23.165,,,,
3022,23.055,,,,
3023,36.49,,,,
3024,23.055,,,,
3025,32.93,,,,
3026,23.01,,,,
3027,34.365,,,,
3028,22.795,,,,
3029,31.24,,,,
3030,23.2,,,,
3031,22.54,,,,
3032,21.31,,,,
3033,19.69,,,,
3034,24.275,,,,
3035,12.56,,,,
3036,16.705,,,,
3037,3.11,,,,
3038,12.685,,,,
3039,7.135,,,,
3040,23.03,,,,
3041,14.345,,,,
3042,28.935,,,,
3043,21.165,,,,
3044,30.53,,,,
3045,23.855,,,,
3046,23.8,,,,
3047,30.855,,,,
3048,23.7,,,,
3049,35.245,,,,
3050,23.86,,,,
3051,38.61,,,,
3052,23.34,,,,
3053,33.16,,,,
3054,23.42,,,,
3055,22.95,,,,
3056,21.875,,,,
3057,18.565,,,,
3058,23.89,,,,
3059,14.04,,,,
3060,23.65,,,,
3061,10.115,,,,
3062,25.75,,,,
3063,19.435,,,,
3064,29.53,,,,
3065,16.915,,,,
3066,25.555,,,,
3067,21.66,,,,
3068,37.31,,,,
3069,23.705,,,,
3070,23.805,,,,
3071,39.53,,,,
3072,23.495,,,,
3073,36.825,,,,
3074,23.52,,,,
3075,36.705,,,,
3076,22.37,,,,
3077,29.64,,,,
3078,23.445,,,,
3079,22.675,,,,
3080,17.22,,,,
3081,14.26,,,,
3082,22.915,,,,
3083,5.48,,,,
3084,19.45,,,,
3085,4.495,,,,
3086,15.01,,,,
3087,6.7,,,,
3088,19.715,,,,
3089,11.835,,,,
3090,30.625,,,,
3091,21.625,,,,
3092,38.15,,,,
3093,22.975,,,,
3094,22.82,,,,
3095,34.88,,,,
3096,22.44,,,,
3097,34.665,,,,
3098,22.63,,,,
3099,40.47,,,,
3100,22.175,,,,
3101,39.165,,,,
3102,22.33,,,,
3103,21.74,,,,
3104,20.015,,,,
3105,14.045,,,,
3106,24.455,,,,
3107,5.915,,,,
3108,14.505,,,,
3109,2.255,,,,
3110,22.835,,,,
3111,7.59,,,,
3112,17.315,,,,
3113,13.06,,,,
3114,27.52,,,,
3115,21.33,,,,
3116,29.93,,,,
3117,23.04,,,,
3118,23.405,,,,
3119,30.135,,,,
3120,23.135,,,,
3121,30.005,,,,
3122,23.08,,,,
3123,32.15,,,,
3124,22.77,,,,
3125,30.725,,,,
3126,22.815,,,,
3127,22.22,,,,
3128,20.675,,,,
3129,15.26,,,,
3130,23.13,,,,
3131,7.175,,,,
3132,15.935,,,,
3133,6.155,,,,
3134,12.11,,,,
3135,4.445,,,,
3136,20.3,,,,
3137,13.035,,,,
3138,26.46,,,,
3139,22.09,,,,
3140,32.36,,,,
3141,24.72,,,,
3142,24.185,,,,
3143,32.86,,,,
3144,23.475,,,,
3145,32.595,,,,
3146,23.715,,,,
3147,35.77,,,,
3148,23.335,,,,
3149,32.01,,,,
3150,23.26,,,,
3151,22.4,,,,
3152,19.995,,,,
3153,16.11,,,,
3154,18.26,,,,
3155,7.48,,,,
3156,13.98,,,,
3157,3.18,,,,
3158,9.275,,,,
3159,5.045,,,,
3160,15.72,,,,
3161,13.225,,,,
3162,27.2,,,,
3163,22.43,,,,
3164,31.31,,,,
3165,24.925,,,,
3166,24.43,,,,
3167,33.26,,,,
3168,24.07,,,,
3169,31.58,,,,
3170,24.16,,,,
3171,36.84,,,,
3172,23.53,,,,
3173,32.14,,,,
3174,23.265,,,,
3175,22.81,,,,
3176,21.165,,,,
3177,14.81,,,,
3178,14.46,,,,
3179,6.6,,,,
3180,11.82,,,,
3181,3.93,,,,
3182,12.18,,,,
3183,5.545,,,,
3184,18.665,,,,
3185,13.555,,,,
3186,28.55,,,,
3187,23.035,,,,
3188,35.175,,,,
3189,24.98,,,,
3190,24.7,,,,
3191,33.94,,,,
3192,23.905,,,,
3193,37.55,,,,
3194,23.465,,,,
3195,37.68,,,,
3196,23.2,,,,
3197,35.03,,,,
3198,23.27,,,,
3199,22.3,,,,
3200,21.15,,,,
3201,15.22,,,,
3202,18.745,,,,
3203,8.54,,,,
3204,15.245,,,,
3205,5.705,,,,
3206,14.365,,,,
3207,6.66,,,,
3208,19.955,,,,
3209,15.495,,,,
3210,34.605,,,,
3211,25.045,,,,
3212,32.335,,,,
3213,24.8,,,,
3214,24.855,,,,
3215,34.54,,,,
3216,24.615,,,,
3217,34.525,,,,
3218,24.25,,,,
3219,37.17,,,,
3220,23.47,,,,
3221,32.055,,,,
3222,23.43,,,,
3223,22.945,,,,
3224,21.53,,,,
3225,15.82,,,,
3226,20.56,,,,
3227,8.79,,,,
3228,15.175,,,,
3229,6.23,,,,
3230,19.2,,,,
3231,7.69,,,,
3232,24.07,,,,
3233,14.93,,,,
3234,28.835,,,,
3235,24.97,,,,
3236,39.445,,,,
3237,30.575,,,,
3238,27,,,,
3239,34.14,,,,
3240,23.605,,,,
3241,35.085,,,,
3242,23.38,,,,
3243,42.49,,,,
3244,22.92,,,,
3245,39.19,,,,
3246,22.885,,,,
3247,22.345,,,,
3248,20.625,,,,
3249,14.49,,,,
3250,20.67,,,,
3251,5.82,,,,
3252,18.475,,,,
3253,3.34,,,,
3254,25.21,,,,
3255,9.69,,,,
3256,20.175,,,,
3257,14.54,,,,
3258,20.69,,,,
3259,32.97,,,,
3260,29.68,,,,
3261,28.655,,,,
3262,27.985,,,,
3263,25.62,,,,
3264,23.91,,,,
3265,23.315,,,,
3266,23.295,,,,
3267,22.795,,,,
3268,22.61,,,,
3269,22.545,,,,
3270,22.395,,,,
3271,22.01,,,,
3272,20.13,,,,
3273,12.705,,,,
3274,21.475,,,,
3275,25.235,,,,
3276,24.455,,,,
3277,7.52,,,,
3278,27.745,,,,
3279,19.22,,,,
3280,33.575,,,,
3281,21.855,,,,
3282,42.825,,,,
3283,20.41,,,,
3284,31.145,,,,
3285,23.54,,,,
3286,24,,,,
3287,39.235,,,,
3288,24.13,,,,
3289,35.97,,,,
3290,24.515,,,,
3291,36.015,,,,
3292,24.28,,,,
3293,33.395,,,,
3294,24.105,,,,
3295,23.5,,,,
3296,21.27,,,,
3297,16.44,,,,
3298,20.335,,,,
3299,16.725,,,,
3300,28.205,,,,
3301,16.06,,,,
3302,32.44,,,,
3303,16.47,,,,
3304,29.42,,,,
3305,19.32,,,,
3306,24.42,,,,
3307,20.7,,,,
3308,32.9,,,,
3309,23.695,,,,
3310,24.375,,,,
3311,33.68,,,,
3312,24.23,,,,
3313,35.44,,,,
3314,24.445,,,,
3315,41.51,,,,
3316,23.865,,,,
3317,35.655,,,,
3318,23.48,,,,
3319,22.92,,,,
3320,21.845,,,,
3321,15.585,,,,
3322,23.48,,,,
3323,10.735,,,,
3324,21.36,,,,
3325,13.16,,,,
3326,26.705,,,,
3327,21.205,,,,
3328,28.195,,,,
3329,15.855,,,,
3330,25.05,,,,
3331,20.875,,,,
3332,31.365,,,,
3333,23.215,,,,
3334,23.47,,,,
3335,31.465,,,,
3336,23.405,,,,
3337,32.605,,,,
3338,23.715,,,,
3339,34.965,,,,
3340,23.345,,,,
3341,31.025,,,,
3342,23.435,,,,
3343,22.565,,,,
3344,21.915,,,,
3345,20.795,,,,
3346,29.555,,,,
3347,19.52,,,,
3348,24.325,,,,
3349,10.535,,,,
3350,31.225,,,,
3351,23.09,,,,
3352,27.53,,,,
3353,19.915,,,,
3354,31.565,,,,
3355,21.92,,,,
3356,33.545,,,,
3357,23.62,,,,
3358,23.725,,,,
3359,35.895,,,,
3360,23.54,,,,
3361,33.26,,,,
3362,23.555,,,,
3363,35.12,,,,
3364,23.52,,,,
3365,33.04,,,,
3366,23.75,,,,
3367,23.38,,,,
3368,22.935,,,,
3369,21.805,,,,
3370,26.57,,,,
3371,11.945,,,,
3372,26.85,,,,
3373,5.91,,,,
3374,22.795,,,,
3375,13.81,,,,
3376,31.43,,,,
3377,20.92,,,,
3378,28.675,,,,
3379,21.095,,,,
3380,33.255,,,,
3381,23.005,,,,
3382,23.345,,,,
3383,31.725,,,,
3384,23.745,,,,
3385,31.64,,,,
3386,23.855,,,,
3387,34.645,,,,
3388,23.62,,,,
3389,32.36,,,,
3390,23.585,,,,
3391,23.07,,,,
3392,20.675,,,,
3393,15.015,,,,
3394,20.865,,,,
3395,9.685,,,,
3396,16.275,,,,
3397,5.74,,,,
3398,19.91,,,,
3399,18.07,,,,
3400,28.05,,,,
3401,19.17,,,,
3402,33.36,,,,
3403,24.975,,,,
3404,33.235,,,,
3405,23.28,,,,
3406,23.09,,,,
3407,38.255,,,,
3408,22.93,,,,
3409,31.13,,,,
3410,23.21,,,,
3411,28.2,,,,
3412,22.88,,,,
3413,26.905,,,,
3414,22.855,,,,
3415,22.35,,,,
3416,21.12,,,,
3417,22.77,,,,
3418,29.9,,,,
3419,18.615,,,,
3420,25.99,,,,
3421,18.9,,,,
3422,26.16,,,,
3423,14.555,,,,
3424,27.625,,,,
3425,17.19,,,,
3426,25.225,,,,
3427,19.1,,,,
3428,28.3,,,,
3429,22.38,,,,
3430,22.805,,,,
3431,30.035,,,,
3432,22.705,,,,
3433,31.34,,,,
3434,22.905,,,,
3435,31.24,,,,
3436,22.6,,,,
3437,29.1,,,,
3438,22.68,,,,
3439,22.065,,,,
3440,19.84,,,,
3441,14.2,,,,
3442,17.5,,,,
3443,12.145,,,,
3444,16.67,,,,
3445,6.12,,,,
3446,15.89,,,,
3447,5.31,,,,
3448,14.16,,,,
3449,12.67,,,,
3450,23.05,,,,
3451,20.06,,,,
3452,30.045,,,,
3453,23.3,,,,
3454,23.285,,,,
3455,30.3,,,,
3456,22.89,,,,
3457,29.465,,,,
3458,22.97,,,,
3459,30.59,,,,
3460,22.575,,,,
3461,29.18,,,,
3462,22.425,,,,
3463,20.75,,,,
3464,18.505,,,,
3465,15.605,,,,
3466,27.195,,,,
3467,21.375,,,,
3468,26.125,,,,
3469,17.405,,,,
3470,25.19,,,,
3471,9.875,,,,
3472,31.185,,,,
3473,23.565,,,,
3474,29.49,,,,
3475,22.45,,,,
3476,29.28,,,,
3477,22.87,,,,
3478,22.86,,,,
3479,29.985,,,,
3480,22.68,,,,
3481,28.75,,,,
3482,23.065,,,,
3483,29.09,,,,
3484,22.725,,,,
3485,27.99,,,,
3486,22.59,,,,
3487,21.61,,,,
3488,19.25,,,,
3489,16.49,,,,
3490,21.745,,,,
3491,9.655,,,,
3492,20.41,,,,
3493,6.155,,,,
3494,19.395,,,,
3495,10.035,,,,
3496,13.8,,,,
3497,9.56,,,,
3498,27.395,,,,
3499,20.835,,,,
3500,30.3,,,,
3501,24.145,,,,
3502,24.475,,,,
3503,32.97,,,,
3504,23.54,,,,
3505,31.74,,,,
3506,23.26,,,,
3507,28.575,,,,
3508,22.83,,,,
3509,22.96,,,,
3510,22.925,,,,
3511,25.69,,,,
3512,25.26,,,,
3513,15.115,,,,
3514,19.665,,,,
3515,6.46,,,,
3516,12.57,,,,
3517,9.035,,,,
3518,13.32,,,,
3519,19.25,,,,
3520,24.205,,,,
3521,15.095,,,,
3522,29.195,,,,
3523,23.175,,,,
3524,33.965,,,,
3525,24.34,,,,
3526,24.595,,,,
3527,36.3,,,,
3528,24.02,,,,
3529,34.95,,,,
3530,23.86,,,,
3531,35.315,,,,
3532,23.63,,,,
3533,31.47,,,,
3534,23.375,,,,
3535,22.54,,,,
3536,20.14,,,,
3537,17.965,,,,
3538,28.985,,,,
3539,12.37,,,,
3540,24.655,,,,
3541,7.605,,,,
3542,18.43,,,,
3543,13.955,,,,
3544,23.995,,,,
3545,12.14,,,,
3546,33.615,,,,
3547,23.265,,,,
3548,31.88,,,,
3549,23.485,,,,
3550,23.4,,,,
3551,32.51,,,,
3552,23.2,,,,
3553,34,,,,
3554,23.13,,,,
3555,38.155,,,,
3556,22.815,,,,
3557,34.49,,,,
3558,22.97,,,,
3559,22.79,,,,
3560,22.205,,,,
3561,22.73,,,,
3562,25.005,,,,
3563,11.795,,,,
3564,23.44,,,,
3565,9.355,,,,
3566,22.54,,,,
3567,11.465,,,,
3568,21.085,,,,
3569,18.045,,,,
3570,28.995,,,,
3571,23.805,,,,
3572,35.425,,,,
3573,27.385,,,,
3574,27.65,,,,
3575,37.13,,,,
3576,27.42,,,,
3577,38.675,,,,
3578,27.475,,,,
3579,37.895,,,,
3580,27.275,,,,
3581,34.27,,,,
3582,27.275,,,,
3583,26.42,,,,
3584,25.76,,,,
3585,25.905,,,,
3586,31.03,,,,
3587,23.775,,,,
3588,30.005,,,,
3589,18.105,,,,
3590,28.62,,,,
3591,15.895,,,,
3592,29.78,,,,
3593,22.245,,,,
3594,28.275,,,,
3595,25.34,,,,
3596,39.855,,,,
3597,26.76,,,,
3598,27.84,,,,
3599,41.415,,,,
3600,27.38,,,,
3601,41.875,,,,
3602,27.675,,,,
3603,41.77,,,,
3604,27.12,,,,
3605,37.99,,,,
3606,27.45,,,,
3607,26.85,,,,
3608,24.73,,,,
3609,19.63,,,,
3610,28.815,,,,
3611,14.77,,,,
3612,26.385,,,,
3613,12.91,,,,
3614,34.205,,,,
3615,21.145,,,,
3616,26.6,,,,
3617,24.995,,,,
3618,39.71,,,,
3619,27.665,,,,
3620,43.65,,,,
3621,28.325,,,,
3622,28.41,,,,
3623,40.71,,,,
3624,28.545,,,,
3625,41.7,,,,
3626,28.86,,,,
3627,46.985,,,,
3628,28.43,,,,
3629,41.655,,,,
3630,28.17,,,,
3631,27.46,,,,
3632,26.32,,,,
3633,23.145,,,,
3634,32.99,,,,
3635,19.23,,,,
3636,31.015,,,,
3637,20.35,,,,
3638,32.915,,,,
3639,12.505,,,,
3640,28.06,,,,
3641,25.33,,,,
3642,33.06,,,,
3643,24.94,,,,
3644,35.31,,,,
3645,28.43,,,,
3646,28.965,,,,
3647,44.69,,,,
3648,44.06,,,,
3649,38.17,,,,
3650,38.645,,,,
3651,40.935,,,,
3652,28.64,,,,
3653,39.19,,,,
3654,28.64,,,,
3655,28.13,,,,
3656,27.82,,,,
3657,35.795,,,,
3658,34.44,,,,
3659,33.92,,,,
3660,35.97,,,,
3661,20.415,,,,
3662,36.125,,,,
3663,31.63,,,,
3664,19.745,,,,
3665,20.705,,,,
3666,32.145,,,,
3667,26.375,,,,
3668,37.365,,,,
3669,29.665,,,,
3670,30.145,,,,
3671,37.555,,,,
3672,29.28,,,,
3673,37.525,,,,
3674,29.095,,,,
3675,38.9,,,,
3676,28.695,,,,
3677,37.11,,,,
3678,28.83,,,,
3679,28.525,,,,
3680,28.225,,,,
3681,27.74,,,,
3682,34.675,,,,
3683,35.755,,,,
3684,42.435,,,,
3685,32.115,,,,
3686,32.895,,,,
3687,32.07,,,,
3688,38.575,,,,
3689,25.795,,,,
3690,33.305,,,,
3691,27.22,,,,
3692,36.73,,,,
3693,28.54,,,,
3694,29.28,,,,
3695,37.525,,,,
3696,29.06,,,,
3697,37.135,,,,
3698,28.755,,,,
3699,40.295,,,,
3700,28.505,,,,
3701,38.51,,,,
3702,28.72,,,,
3703,27.82,,,,
3704,27.28,,,,
3705,35.315,,,,
3706,42.425,,,,
3707,32.98,,,,
3708,34.39,,,,
3709,28.875,,,,
3710,36.47,,,,
3711,31.565,,,,
3712,42.335,,,,
3713,30.575,,,,
3714,36.15,,,,
3715,25.82,,,,
3716,38.21,,,,
3717,28.5,,,,
3718,28.62,,,,
3719,36.675,,,,
3720,28.87,,,,
3721,37.215,,,,
3722,29.02,,,,
3723,41.385,,,,
3724,28.825,,,,
3725,39.485,,,,
3726,29.005,,,,
3727,28.655,,,,
3728,27.965,,,,
3729,33.635,,,,
3730,43.895,,,,
3731,35.265,,,,
3732,44.655,,,,
3733,26.99,,,,
3734,49.94,,,,
3735,48.26,,,,
3736,29.13,,,,
3737,34.71,,,,
3738,33.835,,,,
3739,26.755,,,,
3740,38.775,,,,
3741,28.965,,,,
3742,29.06,,,,
3743,36.135,,,,
3744,29.275,,,,
3745,36.705,,,,
3746,29.34,,,,
3747,39.175,,,,
3748,28.935,,,,
3749,36.255,,,,
3750,28.77,,,,
3751,28.05,,,,
3752,28.245,,,,
3753,30.51,,,,
3754,40.195,,,,
3755,30.67,,,,
3756,36.705,,,,
3757,20.425,,,,
3758,21.02,,,,
3759,16.755,,,,
3760,29.88,,,,
3761,21.34,,,,
3762,29.255,,,,
3763,25.71,,,,
3764,34.33,,,,
3765,28.28,,,,
3766,28.845,,,,
3767,35.19,,,,
3768,28.395,,,,
3769,34.94,,,,
3770,28.525,,,,
3771,37.025,,,,
3772,28.675,,,,
3773,35.1,,,,
3774,28.555,,,,
3775,27.525,,,,
3776,25.025,,,,
3777,28.18,,,,
3778,25.255,,,,
3779,17.035,,,,
3780,23.585,,,,
3781,11.46,,,,
3782,19.25,,,,
3783,21.75,,,,
3784,23.905,,,,
3785,20.63,,,,
3786,29.025,,,,
3787,27.29,,,,
3788,33.17,,,,
3789,28.09,,,,
3790,28.44,,,,
3791,36.915,,,,
3792,28.3,,,,
3793,36.925,,,,
3794,28.265,,,,
3795,41.525,,,,
3796,27.98,,,,
3797,37.57,,,,
3798,28.135,,,,
3799,26.965,,,,
3800,24.84,,,,
3801,19.28,,,,
3802,21.28,,,,
3803,22.8,,,,
3804,29.76,,,,
3805,17.035,,,,
3806,27.505,,,,
3807,20.84,,,,
3808,24.145,,,,
3809,14.895,,,,
3810,29.055,,,,
3811,24.765,,,,
3812,36.395,,,,
3813,28.585,,,,
3814,28.485,,,,
3815,39.51,,,,
3816,28.04,,,,
3817,35.605,,,,
3818,28.03,,,,
3819,36.415,,,,
3820,27.71,,,,
3821,35.675,,,,
3822,27.795,,,,
3823,27.07,,,,
3824,24.855,,,,
3825,25.815,,,,
3826,31.985,,,,
3827,22.74,,,,
3828,30.995,,,,
3829,20.925,,,,
3830,27.755,,,,
3831,19.685,,,,
3832,20.23,,,,
3833,16.685,,,,
3834,28.225,,,,
3835,25.56,,,,
3836,39.14,,,,
3837,28.405,,,,
3838,28.96,,,,
3839,41.325,,,,
3840,28.63,,,,
3841,39.495,,,,
3842,28.495,,,,
3843,40.895,,,,
3844,28.045,,,,
3845,36.835,,,,
3846,28.075,,,,
3847,27.45,,,,
3848,24.94,,,,
3849,18.415,,,,
3850,21.96,,,,
3851,15.625,,,,
3852,23.025,,,,
3853,16.14,,,,
3854,25.69,,,,
3855,15.14,,,,
3856,30.685,,,,
3857,26.96,,,,
3858,36.905,,,,
3859,25.245,,,,
3860,40.885,,,,
3861,27.98,,,,
3862,28.3,,,,
3863,39.165,,,,
3864,27.9,,,,
3865,39.38,,,,
3866,27.705,,,,
3867,41.9,,,,
3868,27.675,,,,
3869,37.575,,,,
3870,27.57,,,,
3871,26.195,,,,
3872,24.63,,,,
3873,26.64,,,,
3874,34.1,,,,
3875,29.665,,,,
3876,45.16,,,,
3877,30.99,,,,
3878,43.935,,,,
3879,31.23,,,,
3880,44.74,,,,
3881,26.7,,,,
3882,40.825,,,,
3883,26.67,,,,
3884,37.65,,,,
3885,28.305,,,,
3886,28.47,,,,
3887,40.235,,,,
3888,28.675,,,,
3889,42.825,,,,
3890,28.545,,,,
3891,46.135,,,,
3892,28.29,,,,
3893,39.065,,,,
3894,28.275,,,,
3895,27.2,,,,
3896,25.125,,,,
3897,26.04,,,,
