HourOfYear,FarmLoad_kWh,,,,
1355,36.81,,,,
1356,43.63,,,,
1357,36.5,,,,
1358,44.86,,,,
1359,37.325,,,,
1360,41.42,,,,
1361,29.175,,,,
1362,37.565,,,,
1363,29.67,,,,
1364,36.675,,,,
1365,28.485,,,,
1366,28.74,,,,
1367,36.47,,,,
1368,28.655,,,,
1369,37.085,,,,
1370,28.94,,,,
1371,38.325,,,,
1372,28.84,,,,
1373,36.55,,,,
1374,29.145,,,,
1375,29.06,,,,
1376,29.04,,,,
1377,32.635,,,,
1378,44.36,,,,
1379,34.65,,,,
1380,37.115,,,,
1381,30.04,,,,
1382,31.05,,,,
1383,26.355,,,,
1384,36.91,,,,
1385,26.275,,,,
1386,37.54,,,,
1387,29.35,,,,
1388,38.335,,,,
1389,29.315,,,,
1390,28.64,,,,
1391,36.375,,,,
1392,28.78,,,,
1393,36.17,,,,
1394,28.925,,,,
1395,37.405,,,,
1396,28.735,,,,
1397,36.53,,,,
1398,29.26,,,,
1399,29.235,,,,
1400,29.345,,,,
1401,28.465,,,,
1402,36.705,,,,
1403,27.655,,,,
1404,34.625,,,,
1405,26.21,,,,
1406,32.975,,,,
1407,21.315,,,,
1408,33.01,,,,
1409,27.695,,,,
1410,36.115,,,,
1411,29.22,,,,
1412,36.58,,,,
1413,29.315,,,,
1414,29.27,,,,
1415,37.055,,,,
1416,29.32,,,,
1417,37.03,,,,
1418,29.585,,,,
1419,37.95,,,,
1420,29.22,,,,
1421,36.895,,,,
1422,29.375,,,,
1423,29.39,,,,
1424,28.955,,,,
1425,27.17,,,,
1426,38.915,,,,
1427,23.865,,,,
1428,29.81,,,,
1429,23.16,,,,
1430,30.395,,,,
1431,28.85,,,,
1432,47.63,,,,
1433,36.37,,,,
1434,39.67,,,,
1435,30.195,,,,
1436,40.06,,,,
1437,30.135,,,,
1438,30.195,,,,
1439,37.975,,,,
1440,30.17,,,,
1441,39.165,,,,
1442,30.4,,,,
1443,40.645,,,,
1444,30.18,,,,
1445,38.77,,,,
1446,30.205,,,,
1447,30.185,,,,
1448,29.965,,,,
1449,28.93,,,,
1450,31.175,,,,
1451,25.595,,,,
1452,36.185,,,,
1453,27.095,,,,
1454,31.235,,,,
1455,26.035,,,,
1456,29.135,,,,
1457,29.33,,,,
1458,38.52,,,,
1459,31.615,,,,
1460,46.65,,,,
1461,31.21,,,,
1462,30.15,,,,
1463,38.825,,,,
1464,30.22,,,,
1465,42.645,,,,
1466,30.495,,,,
1467,46.45,,,,
1468,30.22,,,,
1469,42.065,,,,
1470,30.395,,,,
1471,30.135,,,,
1472,30.03,,,,
1473,33.23,,,,
1474,37.085,,,,
1475,17.765,,,,
1476,26.77,,,,
1477,13.18,,,,
1478,34.76,,,,
1479,18.095,,,,
1480,33.3,,,,
1481,27.695,,,,
1482,38.9,,,,
1483,31.085,,,,
1484,40.095,,,,
1485,30.94,,,,
1486,31,,,,
1487,39.32,,,,
1488,30.58,,,,
1489,39.455,,,,
1490,30.905,,,,
1491,40.36,,,,
1492,30.73,,,,
1493,39.29,,,,
1494,30.605,,,,
1495,30.54,,,,
1496,29.9,,,,
1497,26.555,,,,
1498,37.7,,,,
1499,20.575,,,,
1500,28.205,,,,
1501,23.48,,,,
1502,23.43,,,,
1503,16.875,,,,
1504,31.035,,,,
1505,27.775,,,,
1506,38.335,,,,
1507,31.375,,,,
1508,40.085,,,,
1509,31.26,,,,
1510,30.93,,,,
1511,39.19,,,,
1512,30.835,,,,
1513,38.725,,,,
1514,30.68,,,,
1515,40.27,,,,
1516,30.585,,,,
1517,37.4,,,,
1518,30.625,,,,
1519,30.55,,,,
1520,30.47,,,,
1521,30.435,,,,
1522,36.24,,,,
1523,29.485,,,,
1524,38.165,,,,
1525,29.61,,,,
1526,39.31,,,,
1527,31.015,,,,
1528,37.195,,,,
1529,31.12,,,,
1530,38.745,,,,
1531,30.96,,,,
1532,39.145,,,,
1533,30.88,,,,
1534,30.855,,,,
1535,38.375,,,,
1536,30.995,,,,
1537,38.945,,,,
1538,31.215,,,,
1539,40.03,,,,
1540,30.915,,,,
1541,39.135,,,,
1542,30.905,,,,
1543,30.86,,,,
1544,30.58,,,,
1545,28.27,,,,
1546,33.185,,,,
1547,27.29,,,,
1548,35.485,,,,
1549,29.81,,,,
1550,39.555,,,,
1551,30.745,,,,
1552,38.43,,,,
1553,30.54,,,,
1554,39.9,,,,
1555,30.57,,,,
1556,41.83,,,,
1557,30.655,,,,
1558,30.55,,,,
1559,39.01,,,,
1560,30.58,,,,
1561,45.61,,,,
1562,30.815,,,,
1563,50.26,,,,
1564,31.685,,,,
1565,41.965,,,,
1566,30.6,,,,
1567,30.57,,,,
1568,30.63,,,,
1569,30.265,,,,
1570,42.95,,,,
1571,26.795,,,,
1572,30.84,,,,
1573,27.96,,,,
1574,44.51,,,,
1575,26.52,,,,
1576,36.99,,,,
1577,27.56,,,,
1578,44.73,,,,
1579,30.505,,,,
1580,41.11,,,,
1581,30.56,,,,
1582,30.51,,,,
1583,39.225,,,,
1584,30.285,,,,
1585,39.315,,,,
1586,30.515,,,,
1587,40.55,,,,
1588,30.32,,,,
1589,38.65,,,,
1590,30.5,,,,
1591,30.405,,,,
1592,30.235,,,,
1593,30.23,,,,
1594,34.875,,,,
1595,25.58,,,,
1596,29.575,,,,
1597,18.885,,,,
1598,28.515,,,,
1599,19.86,,,,
1600,32.37,,,,
1601,26.255,,,,
1602,35.36,,,,
1603,28.615,,,,
1604,42.555,,,,
1605,28.635,,,,
1606,28.4,,,,
1607,44.55,,,,
1608,28.495,,,,
1609,40.96,,,,
1610,28.25,,,,
1611,41.035,,,,
1612,27.99,,,,
1613,39.48,,,,
1614,28.325,,,,
1615,28.015,,,,
1616,27.29,,,,
1617,27.41,,,,
1618,27.12,,,,
1619,7.765,,,,
1620,0,,,,
1621,0,,,,
1622,15.585,,,,
1623,14.235,,,,
1624,34.04,,,,
1625,26.1,,,,
1626,39.685,,,,
1627,29.65,,,,
1628,40.895,,,,
1629,29.5,,,,
1630,29.675,,,,
1631,39.76,,,,
1632,29.38,,,,
1633,37.925,,,,
1634,29.495,,,,
1635,39.345,,,,
1636,29.215,,,,
1637,37.275,,,,
1638,29.155,,,,
1639,28.855,,,,
1640,27.93,,,,
1641,23.69,,,,
1642,33.255,,,,
1643,22.955,,,,
1644,36.83,,,,
1645,12.68,,,,
1646,22.14,,,,
1647,13.7,,,,
1648,26.835,,,,
1649,24.87,,,,
1650,38.115,,,,
1651,28.63,,,,
1652,39.575,,,,
1653,28.4,,,,
1654,28.785,,,,
1655,38.01,,,,
1656,29.055,,,,
1657,38.005,,,,
1658,29.215,,,,
1659,43.645,,,,
1660,28.715,,,,
1661,38.97,,,,
1662,28.74,,,,
1663,28.865,,,,
1664,28.12,,,,
1665,27.33,,,,
1666,36.475,,,,
1667,29.975,,,,
1668,36.675,,,,
1669,17.97,,,,
1670,28.155,,,,
1671,22.195,,,,
1672,27.58,,,,
1673,18.485,,,,
1674,27.895,,,,
1675,21.485,,,,
1676,29.735,,,,
1677,21.535,,,,
1678,21.71,,,,
1679,33.17,,,,
1680,21.76,,,,
1681,31.355,,,,
1682,21.725,,,,
1683,31.345,,,,
1684,21.74,,,,
1685,30.015,,,,
1686,21.77,,,,
1687,21.96,,,,
1688,21.79,,,,
1689,15.7,,,,
1690,19.34,,,,
1691,11.83,,,,
1692,19.55,,,,
1693,11.075,,,,
1694,25.08,,,,
1695,13.875,,,,
1696,26.895,,,,
1697,17.975,,,,
1698,28.735,,,,
1699,19.825,,,,
1700,30.395,,,,
1701,21.25,,,,
1702,20.41,,,,
1703,26.275,,,,
1704,22.255,,,,
1705,31.05,,,,
1706,22.76,,,,
1707,33.27,,,,
1708,22.28,,,,
1709,30.535,,,,
1710,22.42,,,,
1711,22.335,,,,
1712,22.32,,,,
1713,24.075,,,,
1714,27.565,,,,
1715,14.475,,,,
1716,22.825,,,,
1717,15.84,,,,
1718,24.365,,,,
1719,18.805,,,,
1720,28.285,,,,
1721,19.125,,,,
1722,35.57,,,,
1723,26.72,,,,
1724,34.705,,,,
1725,26.895,,,,
1726,26.915,,,,
1727,33.595,,,,
1728,27.13,,,,
1729,36.315,,,,
1730,27.34,,,,
1731,36.41,,,,
1732,26.985,,,,
1733,34.175,,,,
1734,27.045,,,,
1735,26.955,,,,
1736,26.89,,,,
1737,26.48,,,,
1738,34.595,,,,
1739,24.135,,,,
1740,35.375,,,,
1741,24.58,,,,
1742,34.87,,,,
1743,26.2,,,,
1744,35.395,,,,
1745,27.245,,,,
1746,35.955,,,,
1747,28.175,,,,
1748,38.515,,,,
1749,28.385,,,,
1750,28.155,,,,
1751,36.56,,,,
1752,28.2,,,,
1753,37.985,,,,
1754,28.37,,,,
1755,41.005,,,,
1756,28.085,,,,
1757,37.76,,,,
1758,28.195,,,,
1759,28.455,,,,
1760,27.535,,,,
1761,23.91,,,,
1762,28.825,,,,
1763,15.63,,,,
1764,27.51,,,,
1765,15.325,,,,
1766,30.09,,,,
1767,15.685,,,,
1768,29.31,,,,
1769,25.915,,,,
1770,34.625,,,,
1771,28,,,,
1772,42.67,,,,
1773,28.66,,,,
1774,29.92,,,,
1775,39.02,,,,
1776,29.745,,,,
1777,39.85,,,,
1778,29.95,,,,
1779,42.435,,,,
1780,29.675,,,,
1781,39.92,,,,
1782,29.64,,,,
1783,29.74,,,,
1784,29.145,,,,
1785,29.295,,,,
1786,34.355,,,,
1787,26.475,,,,
1788,37.365,,,,
1789,20.135,,,,
1790,40.58,,,,
1791,25.545,,,,
1792,30.745,,,,
1793,28.665,,,,
1794,36.555,,,,
1795,29.65,,,,
1796,39.96,,,,
1797,29.725,,,,
1798,29.225,,,,
1799,39.11,,,,
1800,29.25,,,,
1801,41.935,,,,
1802,39.835,,,,
1803,45.19,,,,
1804,29.24,,,,
1805,38.585,,,,
1806,29.18,,,,
1807,29.145,,,,
1808,29.025,,,,
1809,27.39,,,,
1810,36.265,,,,
1811,22.44,,,,
1812,37.485,,,,
1813,25.115,,,,
1814,38.715,,,,
1815,25.1,,,,
1816,37.195,,,,
1817,27.27,,,,
1818,36.9,,,,
1819,29.005,,,,
1820,35.895,,,,
1821,27.74,,,,
1822,27.905,,,,
1823,36.235,,,,
1824,27.745,,,,
1825,35.845,,,,
1826,28.15,,,,
1827,36.505,,,,
1828,27.965,,,,
1829,35.875,,,,
1830,27.855,,,,
1831,27.84,,,,
1832,26.065,,,,
1833,24.795,,,,
1834,24.6,,,,
1835,12.665,,,,
1836,18.84,,,,
1837,11.985,,,,
1838,25.75,,,,
1839,22.96,,,,
1840,33.78,,,,
1841,25.195,,,,
1842,34.28,,,,
1843,27.93,,,,
1844,35.825,,,,
1845,27.745,,,,
1846,27.885,,,,
1847,36.21,,,,
1848,27.85,,,,
1849,36.455,,,,
1850,28.005,,,,
1851,38.415,,,,
1852,27.845,,,,
1853,36.82,,,,
1854,28.005,,,,
1855,27.77,,,,
1856,27.665,,,,
1857,27.305,,,,
1858,37.035,,,,
1859,26.855,,,,
1860,41.555,,,,
1861,32.76,,,,
1862,42.595,,,,
1863,34.005,,,,
1864,41.295,,,,
1865,26.675,,,,
1866,34.05,,,,
1867,28.55,,,,
1868,41.125,,,,
1869,28.305,,,,
1870,28.355,,,,
1871,38.23,,,,
1872,28.2,,,,
1873,38.865,,,,
1874,28.355,,,,
1875,38.87,,,,
1876,27.85,,,,
1877,36.885,,,,
1878,28.15,,,,
1879,27.96,,,,
1880,27.375,,,,
1881,33.22,,,,
1882,43.605,,,,
1883,34.48,,,,
1884,32.125,,,,
1885,21.84,,,,
1886,32.775,,,,
1887,22.835,,,,
1888,36.11,,,,
1889,25.045,,,,
1890,33.985,,,,
1891,28.33,,,,
1892,37.26,,,,
1893,28.315,,,,
1894,28.385,,,,
1895,38.945,,,,
1896,28.315,,,,
1897,36.24,,,,
1898,28.575,,,,
1899,37.94,,,,
1900,24.975,,,,
1901,33.62,,,,
1902,26.9,,,,
1903,26.865,,,,
1904,25.2,,,,
1905,22.06,,,,
1906,25.87,,,,
1907,16.375,,,,
1908,21.925,,,,
1909,12.585,,,,
1910,22.43,,,,
1911,14.93,,,,
1912,26.825,,,,
1913,23.145,,,,
1914,33.4,,,,
1915,30.505,,,,
1916,37.565,,,,
1917,28.37,,,,
1918,27.935,,,,
1919,38.87,,,,
1920,27.565,,,,
1921,39.67,,,,
1922,27.675,,,,
1923,39.555,,,,
1924,27.35,,,,
1925,37.625,,,,
1926,27.175,,,,
1927,27.44,,,,
1928,26.115,,,,
1929,23.81,,,,
1930,31.43,,,,
1931,22.295,,,,
1932,28.425,,,,
1933,17.44,,,,
1934,26.62,,,,
1935,16.635,,,,
1936,26.855,,,,
1937,19.165,,,,
1938,28.715,,,,
1939,21.445,,,,
1940,30.69,,,,
1941,20.895,,,,
1942,20.51,,,,
1943,32.4,,,,
1944,19.22,,,,
1945,29.16,,,,
1946,19.775,,,,
1947,31.235,,,,
1948,19.415,,,,
1949,28.18,,,,
1950,19.45,,,,
1951,19.35,,,,
1952,18.655,,,,
1953,20.37,,,,
1954,23.69,,,,
1955,16.015,,,,
1956,23.815,,,,
1957,23.62,,,,
1958,32.795,,,,
1959,18.25,,,,
1960,30.045,,,,
1961,20.3,,,,
1962,26.255,,,,
1963,19.31,,,,
1964,27.125,,,,
1965,19.48,,,,
1966,19.265,,,,
1967,27.33,,,,
1968,19.22,,,,
1969,34.975,,,,
1970,19.555,,,,
1971,31.25,,,,
1972,19.14,,,,
1973,21.73,,,,
1974,19.165,,,,
1975,19.095,,,,
1976,18.75,,,,
1977,18.83,,,,
1978,23.005,,,,
1979,18.93,,,,
1980,18.575,,,,
1981,6.425,,,,
1982,26.54,,,,
1983,14.1,,,,
1984,28.475,,,,
1985,13.855,,,,
1986,25.585,,,,
1987,19.17,,,,
1988,30.37,,,,
1989,18.7,,,,
1990,18.955,,,,
1991,28.21,,,,
1992,18.9,,,,
1993,27.23,,,,
1994,19.05,,,,
1995,30.165,,,,
1996,18.94,,,,
1997,27.395,,,,
1998,18.91,,,,
1999,18.83,,,,
2000,18.585,,,,
2001,17.57,,,,
2002,26.075,,,,
2003,20.25,,,,
2004,25.615,,,,
2005,21.98,,,,
2006,32.735,,,,
2007,21.745,,,,
2008,26.205,,,,
2009,18.255,,,,
2010,26.44,,,,
2011,18.785,,,,
2012,30.05,,,,
2013,18.89,,,,
2014,18.825,,,,
2015,27.4,,,,
2016,18.825,,,,
2017,28.335,,,,
2018,18.745,,,,
2019,31.45,,,,
2020,18.815,,,,
2021,27.62,,,,
2022,18.965,,,,
2023,18.835,,,,
2024,18.09,,,,
2025,16.94,,,,
2026,21.99,,,,
2027,15.95,,,,
2028,27.62,,,,
2029,14.52,,,,
2030,26.95,,,,
2031,17.025,,,,
2032,27.4,,,,
2033,22.99,,,,
2034,27.885,,,,
2035,19.39,,,,
2036,28.56,,,,
2037,18.89,,,,
2038,18.81,,,,
2039,26.78,,,,
2040,18.815,,,,
2041,26.785,,,,
2042,19.135,,,,
2043,30.92,,,,
2044,18.915,,,,
2045,29.76,,,,
2046,19,,,,
2047,18.655,,,,
2048,17.135,,,,
2049,19.525,,,,
2050,26.665,,,,
2051,12.175,,,,
2052,23.855,,,,
2053,13.175,,,,
2054,38.65,,,,
2055,22.225,,,,
2056,31.825,,,,
2057,23.885,,,,
2058,26.7,,,,
2059,19.51,,,,
2060,26.235,,,,
2061,19.245,,,,
2062,19.17,,,,
2063,25.855,,,,
2064,19.15,,,,
2065,26.95,,,,
2066,19.32,,,,
2067,30.005,,,,
2068,19.17,,,,
2069,27.795,,,,
2070,19.045,,,,
2071,18.745,,,,
2072,15.555,,,,
2073,5.93,,,,
2074,10.985,,,,
2075,2.065,,,,
2076,14.7,,,,
2077,14.04,,,,
2078,26.33,,,,
2079,17.605,,,,
2080,32.795,,,,
2081,20.45,,,,
2082,22.435,,,,
2083,19.205,,,,
2084,26.85,,,,
2085,23.71,,,,
2086,23.88,,,,
2087,31.215,,,,
2088,24.325,,,,
2089,31.09,,,,
2090,24.3,,,,
2091,32.385,,,,
2092,23.9,,,,
2093,31.265,,,,
2094,23.77,,,,
2095,23.72,,,,
2096,21.71,,,,
2097,16.46,,,,
2098,16.325,,,,
2099,17.94,,,,
2100,35.45,,,,
2101,29.81,,,,
2102,38.3,,,,
2103,29.52,,,,
2104,26.25,,,,
2105,20.91,,,,
2106,29.375,,,,
2107,23.99,,,,
2108,30.84,,,,
2109,23.73,,,,
2110,23.61,,,,
2111,31.86,,,,
2112,23.38,,,,
2113,30.31,,,,
2114,23.595,,,,
2115,30,,,,
2116,23.195,,,,
2117,28.04,,,,
2118,23.13,,,,
2119,23,,,,
2120,22.795,,,,
2121,20.99,,,,
2122,30.87,,,,
2123,28.725,,,,
2124,40.06,,,,
2125,27.63,,,,
2126,31.695,,,,
2127,15.09,,,,
2128,23.895,,,,
2129,19.745,,,,
2130,29.7,,,,
2131,23.36,,,,
2132,32.73,,,,
2133,23.215,,,,
2134,23.36,,,,
2135,29.525,,,,
2136,23.275,,,,
2137,29.265,,,,
2138,23.38,,,,
2139,30.96,,,,
2140,23.125,,,,
2141,28.59,,,,
2142,22.98,,,,
2143,22.52,,,,
2144,20.995,,,,
2145,23.08,,,,
2146,33.405,,,,
2147,26.985,,,,
2148,24.335,,,,
2149,22.795,,,,
2150,30.345,,,,
2151,24.18,,,,
2152,32.37,,,,
2153,22.495,,,,
2154,29.565,,,,
2155,23.66,,,,
2156,31.105,,,,
2157,23.405,,,,
2158,23.17,,,,
2159,32.1,,,,
2160,23.1,,,,
2161,30.51,,,,
2162,22.88,,,,
2163,0,,,,
2164,31.96,,,,
2165,22.745,,,,
2166,29.875,,,,
2167,22.475,,,,
2168,22.775,,,,
2169,22.295,,,,
2170,21.37,,,,
2171,27.94,,,,
2172,17.575,,,,
2173,16.64,,,,
2174,7.855,,,,
2175,25.29,,,,
2176,26.165,,,,
2177,33.845,,,,
2178,34.65,,,,
2179,26.795,,,,
2180,37.67,,,,
2181,27.315,,,,
2182,26.985,,,,
2183,36.35,,,,
2184,27.04,,,,
2185,36.97,,,,
2186,27.075,,,,
2187,36.7,,,,
2188,26.935,,,,
2189,34.705,,,,
2190,27.37,,,,
2191,27.05,,,,
2192,27.31,,,,
2193,26.76,,,,
2194,34.915,,,,
2195,29.615,,,,
2196,35.2,,,,
2197,27.51,,,,
2198,34.29,,,,
2199,26.11,,,,
2200,31.32,,,,
2201,25.345,,,,
2202,33.47,,,,
2203,26.335,,,,
2204,34.995,,,,
2205,27.13,,,,
2206,26.795,,,,
2207,35.675,,,,
2208,26.885,,,,
2209,35.835,,,,
2210,27.25,,,,
2211,36.755,,,,
2212,26.805,,,,
2213,34.92,,,,
2214,26.85,,,,
2215,26.88,,,,
2216,26.485,,,,
2217,26.085,,,,
2218,35.235,,,,
2219,27.91,,,,
2220,35.655,,,,
2221,28.295,,,,
2222,36.955,,,,
2223,23.89,,,,
2224,37.035,,,,
2225,28.31,,,,
2226,33.24,,,,
2227,25.21,,,,
2228,33.81,,,,
2229,27.545,,,,
2230,27.37,,,,
2231,36.365,,,,
2232,27.51,,,,
2233,33.845,,,,
2234,27.65,,,,
2235,27.705,,,,
2236,27.45,,,,
2237,27.265,,,,
2238,27.315,,,,
2239,27,,,,
2240,26.945,,,,
2241,25.5,,,,
2242,33.26,,,,
2243,24.89,,,,
2244,31.74,,,,
2245,22.79,,,,
2246,33.21,,,,
2247,24.515,,,,
2248,30.78,,,,
2249,25.265,,,,
2250,34.09,,,,
2251,26.2,,,,
2252,34.96,,,,
2253,27.04,,,,
2254,27.03,,,,
2255,34.55,,,,
2256,27.05,,,,
2257,35.72,,,,
2258,27.345,,,,
2259,36.1,,,,
2260,27.17,,,,
2261,34.715,,,,
2262,27.415,,,,
2263,27.285,,,,
2264,27.14,,,,
2265,32.12,,,,
2266,38.405,,,,
2267,34.17,,,,
2268,35.685,,,,
2269,23.615,,,,
2270,28.42,,,,
2271,20.31,,,,
2272,29.89,,,,
2273,23.225,,,,
2274,30.91,,,,
2275,26.67,,,,
2276,40.395,,,,
2277,28.065,,,,
2278,28.1,,,,
2279,37.365,,,,
2280,28.05,,,,
2281,38.34,,,,
2282,28.205,,,,
2283,38.915,,,,
2284,28.05,,,,
2285,35.675,,,,
2286,28.24,,,,
2287,28.175,,,,
2288,27.955,,,,
2289,26.695,,,,
2290,30.255,,,,
2291,20.415,,,,
2292,32.99,,,,
2293,25.135,,,,
2294,33.745,,,,
2295,33.5,,,,
2296,36.42,,,,
2297,33.065,,,,
2298,30.97,,,,
2299,26.16,,,,
2300,36.55,,,,
2301,28.67,,,,
2302,28.36,,,,
2303,36.935,,,,
2304,28.375,,,,
2305,36.75,,,,
2306,28.595,,,,
2307,37.31,,,,
2308,28.36,,,,
2309,35.78,,,,
2310,28.11,,,,
2311,28.175,,,,
2312,27.345,,,,
2313,26.525,,,,
2314,30.17,,,,
2315,13.39,,,,
2316,19.72,,,,
2317,8.345,,,,
2318,11.61,,,,
2319,23.575,,,,
2320,30.4,,,,
2321,33.46,,,,
2322,40.14,,,,
2323,28.67,,,,
2324,40.91,,,,
2325,30.19,,,,
2326,29.79,,,,
2327,38.07,,,,
2328,28.73,,,,
2329,40.725,,,,
2330,28.79,,,,
2331,39.455,,,,
2332,28.32,,,,
2333,35.945,,,,
2334,28.92,,,,
2335,28.58,,,,
2336,28.085,,,,
2337,26.86,,,,
2338,41.35,,,,
2339,27.43,,,,
2340,33.225,,,,
2341,25.16,,,,
2342,35.04,,,,
2343,24.285,,,,
2344,27.515,,,,
2345,26.695,,,,
2346,34.34,,,,
2347,27.585,,,,
2348,36.715,,,,
2349,28.425,,,,
2350,28.085,,,,
2351,35.345,,,,
2352,28.015,,,,
2353,35.64,,,,
2354,27.92,,,,
2355,36.095,,,,
2356,27.74,,,,
2357,33.305,,,,
2358,27.77,,,,
2359,27.76,,,,
2360,26.59,,,,
2361,25.27,,,,
2362,42.67,,,,
2363,33.345,,,,
2364,32.035,,,,
2365,20.545,,,,
2366,31.13,,,,
2367,24.17,,,,
2368,35.98,,,,
2369,38.69,,,,
2370,46.61,,,,
2371,26.99,,,,
2372,35.9,,,,
2373,28.715,,,,
2374,28.155,,,,
2375,36,,,,
2376,27.695,,,,
2377,36.375,,,,
2378,28.26,,,,
2379,36.59,,,,
2380,27.96,,,,
2381,35.065,,,,
2382,28.135,,,,
2383,27.965,,,,
2384,27.5,,,,
2385,34.84,,,,
2386,39.14,,,,
2387,32.505,,,,
2388,43.325,,,,
2389,34.64,,,,
2390,46.79,,,,
2391,33.045,,,,
2392,39.685,,,,
2393,26.195,,,,
2394,30.655,,,,
2395,26.1,,,,
2396,33.56,,,,
2397,27.33,,,,
2398,27.495,,,,
2399,38.54,,,,
2400,27.635,,,,
2401,37.725,,,,
2402,27.91,,,,
2403,39.615,,,,
2404,27.835,,,,
2405,35.38,,,,
2406,27.99,,,,
2407,27.86,,,,
2408,27.615,,,,
2409,26.45,,,,
2410,33.19,,,,
2411,20.73,,,,
2412,26.61,,,,
2413,21.44,,,,
2414,30.56,,,,
2415,17.84,,,,
2416,31.56,,,,
2417,22.92,,,,
2418,29.55,,,,
2419,27.24,,,,
2420,36.42,,,,
2421,29.23,,,,
2422,27.41,,,,
2423,31.485,,,,
2424,27.865,,,,
2425,37.79,,,,
2426,28.13,,,,
2427,41.61,,,,
2428,27.845,,,,
2429,39.655,,,,
2430,28.105,,,,
2431,28.11,,,,
2432,27.36,,,,
2433,26.47,,,,
2434,35.56,,,,
2435,26.66,,,,
2436,32.495,,,,
2437,22.51,,,,
2438,31.165,,,,
2439,18.625,,,,
2440,31.42,,,,
2441,22.405,,,,
2442,30.635,,,,
2443,25.185,,,,
2444,36.725,,,,
2445,26.015,,,,
2446,25.79,,,,
2447,45.03,,,,
2448,25.415,,,,
2449,35.915,,,,
2450,25.89,,,,
2451,44.17,,,,
2452,25.83,,,,
2453,38.97,,,,
2454,25.815,,,,
2455,25.75,,,,
2456,25.34,,,,
2457,24.975,,,,
2458,34.51,,,,
2459,23.395,,,,
2460,33.255,,,,
2461,22.015,,,,
2462,35.74,,,,
2463,20.855,,,,
2464,32.31,,,,
2465,18.9,,,,
2466,29.265,,,,
2467,27.04,,,,
2468,37.88,,,,
2469,27.13,,,,
2470,26.635,,,,
2471,39.31,,,,
2472,26.5,,,,
2473,37.31,,,,
2474,26.755,,,,
2475,41.915,,,,
2476,26.58,,,,
2477,36.915,,,,
2478,26.76,,,,
2479,26.405,,,,
2480,25.265,,,,
2481,22.8,,,,
2482,32.295,,,,
2483,20.945,,,,
2484,31.915,,,,
2485,18.785,,,,
2486,28.265,,,,
2487,12.535,,,,
2488,28.92,,,,
2489,17.69,,,,
2490,27.705,,,,
2491,23.42,,,,
2492,33.495,,,,
2493,25.385,,,,
2494,24.765,,,,
2495,33.905,,,,
2496,24.615,,,,
2497,33.19,,,,
2498,24.825,,,,
2499,38.47,,,,
2500,24.025,,,,
2501,34.48,,,,
2502,21.57,,,,
2503,15.765,,,,
2504,14.125,,,,
2505,11.58,,,,
2506,22.61,,,,
2507,12.235,,,,
2508,20.93,,,,
2509,19.87,,,,
2510,27.08,,,,
2511,20.33,,,,
2512,25.54,,,,
2513,22.25,,,,
2514,26.435,,,,
2515,21.155,,,,
2516,32.355,,,,
2517,24.075,,,,
2518,23.9,,,,
2519,31.915,,,,
2520,23.915,,,,
2521,35.405,,,,
2522,23.815,,,,
2523,35.33,,,,
2524,23.685,,,,
2525,33.185,,,,
2526,23.89,,,,
2527,23.76,,,,
2528,23.64,,,,
2529,27.88,,,,
2530,24.585,,,,
2531,18.63,,,,
2532,19.71,,,,
2533,15.88,,,,
2534,18.82,,,,
2535,21.345,,,,
2536,30.83,,,,
2537,16.735,,,,
2538,21.225,,,,
2539,16.935,,,,
2540,21.32,,,,
2541,16.87,,,,
2542,14.775,,,,
2543,21.6,,,,
2544,14.765,,,,
2545,21.445,,,,
2546,15.48,,,,
2547,21.88,,,,
2548,15.14,,,,
2549,20.99,,,,
2550,15.29,,,,
2551,15.11,,,,
2552,15.01,,,,
2553,21.535,,,,
2554,23.595,,,,
2555,20.695,,,,
2556,28.24,,,,
2557,19.055,,,,
2558,28.69,,,,
2559,20.94,,,,
2560,26.135,,,,
2561,20.34,,,,
2562,26.405,,,,
2563,22.935,,,,
2564,29.375,,,,
2565,24.175,,,,
2566,24.115,,,,
2567,31.775,,,,
2568,24.12,,,,
2569,31.525,,,,
2570,24.255,,,,
2571,36.185,,,,
2572,23.935,,,,
2573,32.925,,,,
2574,24.355,,,,
2575,24.25,,,,
2576,22.575,,,,
2577,19.99,,,,
2578,28.28,,,,
2579,14.345,,,,
2580,12.29,,,,
2581,16.23,,,,
2582,28.74,,,,
2583,16.495,,,,
2584,38.48,,,,
2585,25.055,,,,
2586,25.86,,,,
2587,23.71,,,,
2588,34.76,,,,
2589,24.725,,,,
2590,24.14,,,,
2591,32.51,,,,
2592,23.69,,,,
2593,32.06,,,,
2594,24.025,,,,
2595,35.37,,,,
2596,23.625,,,,
2597,32.05,,,,
2598,20.93,,,,
2599,18.14,,,,
2600,23.215,,,,
2601,26.86,,,,
2602,31.79,,,,
2603,21.185,,,,
2604,32.15,,,,
2605,23.845,,,,
2606,32.48,,,,
2607,20.08,,,,
2608,19.355,,,,
2609,16.535,,,,
2610,26.615,,,,
2611,22.61,,,,
2612,32.275,,,,
2613,24.28,,,,
2614,24.35,,,,
2615,34.495,,,,
2616,24.745,,,,
2617,34.37,,,,
2618,25.025,,,,
2619,37.165,,,,
2620,24.635,,,,
2621,34.325,,,,
2622,24.845,,,,
2623,24.91,,,,
2624,24.84,,,,
2625,25.61,,,,
2626,34.59,,,,
